Datum/Uhrzeit,0
2022-01-01,15726
2022-01-02,13381
2022-01-03,10551
2022-01-04,7896
2022-01-05,10868
2022-01-06,13738
2022-01-07,10282
2022-01-08,8658
2022-01-09,8679
2022-01-10,17425
2022-01-11,17224
2022-01-12,15076
2022-01-13,18242
2022-01-14,15792
2022-01-15,9997
2022-01-16,9185
2022-01-17,14542
2022-01-18,17826
2022-01-19,15565
2022-01-20,13791
2022-01-21,12679
2022-01-22,9047
2022-01-23,10904
2022-01-24,16894
2022-01-25,16452
2022-01-26,15249
2022-01-27,13182
2022-01-28,18372
2022-01-29,11084
2022-01-30,14026
2022-01-31,8460
2022-02-01,12032
2022-02-02,16946
2022-02-03,16668
2022-02-04,14474
2022-02-05,18280
2022-02-06,3281
2022-02-07,15700
2022-02-08,16862
2022-02-09,20452
2022-02-10,14201
2022-02-11,16074
2022-02-12,17176
2022-02-13,19146
2022-02-14,18749
2022-02-15,19805
2022-02-16,13206
2022-02-17,7514
2022-02-18,9448
2022-02-19,13389
2022-02-20,5324
2022-02-21,10015
2022-02-22,14486
2022-02-23,26125
2022-02-24,12567
2022-02-25,9301
2022-02-26,15191
2022-02-27,18606
2022-02-28,19270
2022-03-01,17605
2022-03-02,22506
2022-03-03,23719
2022-03-04,21552
2022-03-05,19276
2022-03-06,15630
2022-03-07,18650
2022-03-08,21735
2022-03-09,24607
2022-03-10,27070
2022-03-11,22694
2022-03-12,20537
2022-03-13,24176
2022-03-14,18404
2022-03-15,15794
2022-03-16,25153
2022-03-17,15581
2022-03-18,26619
2022-03-19,25507
2022-03-20,16701
2022-03-21,28334
2022-03-22,32580
2022-03-23,33236
2022-03-24,31654
2022-03-25,31479
2022-03-26,33235
2022-03-27,36164
2022-03-28,32813
2022-03-29,25298
2022-03-30,22012
2022-03-31,12833
2022-04-01,11774
2022-04-02,7307
2022-04-03,12719
2022-04-04,14557
2022-04-05,11319
2022-04-06,19221
2022-04-07,13101
2022-04-08,13610
2022-04-09,12089
2022-04-10,18280
2022-04-11,26197
2022-04-12,33259
2022-04-13,29442
2022-04-14,20906
2022-04-15,27475
2022-04-16,24736
2022-04-17,25130
2022-04-18,33062
2022-04-19,30120
2022-04-20,32338
2022-04-21,27747
