Time,0
2020-01-01,6142
2020-01-02,10935
2020-01-03,9589
2020-01-04,7498
2020-01-05,7479
2020-01-06,20299
2020-01-07,21001
2020-01-08,18326
2020-01-09,12698
2020-01-10,15460
2020-01-11,11910
2020-01-12,10732
2020-01-13,20913
2020-01-14,19848
2020-01-15,22366
2020-01-16,24941
2020-01-17,16867
2020-01-18,9903
2020-01-19,7305
2020-01-20,19634
2020-01-21,20155
2020-01-22,17294
2020-01-23,18131
2020-01-24,16001
2020-01-25,8184
2020-01-26,12727
2020-01-27,15045
2020-01-28,15133
2020-01-29,17780
2020-01-30,19509
2020-01-31,20809
2020-02-01,5428
2020-02-02,6956
2020-02-03,18613
2020-02-04,14957
2020-02-05,18178
2020-02-06,15936
2020-02-07,16063
2020-02-08,8376
2020-02-09,4531
2020-02-10,6620
2020-02-11,11214
2020-02-12,16045
2020-02-13,14758
2020-02-14,15182
2020-02-15,15626
2020-02-16,8140
2020-02-17,18825
2020-02-18,19222
2020-02-19,15382
2020-02-20,12875
2020-02-21,14823
2020-02-22,7818
2020-02-23,3581
2020-02-24,6799
2020-02-25,15168
2020-02-26,11331
2020-02-27,11606
2020-02-28,15030
2020-02-29,8359
2020-03-01,10340
2020-03-02,15890
2020-03-03,19527
2020-03-04,17648
2020-03-05,12114
2020-03-06,9777
2020-03-07,12029
2020-03-08,11588
2020-03-09,18783
2020-03-10,12808
2020-03-11,15121
2020-03-12,18217
2020-03-13,14396
2020-03-14,13277
2020-03-15,26292
2020-03-16,27481
2020-03-17,30236
2020-03-18,28508
2020-03-19,25663
2020-03-20,14328
2020-03-21,13850
2020-03-22,17223
2020-03-23,14798
2020-03-24,17280
2020-03-25,20102
2020-03-26,19156
2020-03-27,26116
2020-03-28,31492
2020-03-29,5229
2020-03-30,13296
2020-03-31,18898
2020-04-01,21438
2020-04-02,19662
2020-04-03,13059
2020-04-04,25913
2020-04-05,35636
2020-04-06,29276
2020-04-07,29993
2020-04-08,33767
2020-04-09,30429
2020-04-10,39907
2020-04-11,33710
2020-04-12,36472
2020-04-13,13340
2020-04-14,16346
2020-04-15,28240
2020-04-16,36010
2020-04-17,36269
2020-04-18,20858
2020-04-19,28490
