Time,0
2021-08-04,32064
2021-08-05,24012
2021-08-06,18000
2021-08-07,24294
2021-08-08,24927
2021-08-09,25571
2021-08-10,20810
2021-08-11,38543
2021-08-12,40004
2021-08-13,36360
2021-08-14,41061
2021-08-15,41591
2021-08-16,19113
2021-08-17,20236
2021-08-18,22291
2021-08-19,26924
2021-08-20,31952
2021-08-21,46438
2021-08-22,17266
2021-08-23,27413
2021-08-24,42930
2021-08-25,44413
2021-08-26,21817
2021-08-27,17478
2021-08-28,11896
2021-08-29,8270
2021-08-30,24152
2021-08-31,33606
2021-09-01,30704
2021-09-02,40229
2021-09-03,40900
2021-09-04,40814
2021-09-05,45888
2021-09-06,38080
2021-09-07,40373
2021-09-08,47084
2021-09-09,29037
2021-09-10,23361
2021-09-11,28343
2021-09-12,32876
2021-09-13,32595
2021-09-14,34431
2021-09-15,17094
2021-09-16,28840
2021-09-17,30953
2021-09-18,37143
2021-09-19,33131
2021-09-20,26820
2021-09-21,32854
2021-09-22,36201
2021-09-23,33907
2021-09-24,30233
2021-09-25,39063
2021-09-26,23188
2021-09-27,23064
2021-09-28,30082
2021-09-29,18568
2021-09-30,28044
2021-10-01,25693
2021-10-02,18735
2021-10-03,8868
2021-10-04,27459
2021-10-05,24931
2021-10-06,17363
2021-10-07,26864
2021-10-08,29921
2021-10-09,31046
2021-10-10,28517
2021-10-11,18477
2021-10-12,12021
2021-10-13,19029
2021-10-14,18928
2021-10-15,15539
2021-10-16,20259
2021-10-17,20147
2021-10-18,23155
2021-10-19,17189
2021-10-20,17839
2021-10-21,9022
2021-10-22,16253
2021-10-23,14391
2021-10-24,21818
2021-10-25,23892
2021-10-26,26126
2021-10-27,27143
2021-10-28,28106
2021-10-29,24825
2021-10-30,10439
2021-10-31,15211
2021-11-01,20236
2021-11-02,17275
2021-11-03,13461
2021-11-04,17000
2021-11-05,17909
2021-11-06,18260
2021-11-07,10606
2021-11-08,20824
2021-11-09,25825
2021-11-10,21746
2021-11-11,20416
2021-11-12,18196
2021-11-13,6765
2021-11-14,11652
2021-11-15,18944
2021-11-16,20068
2021-11-17,17848
2021-11-18,22016
2021-11-19,16620
2021-11-20,13710
2021-11-21,5946
2021-11-22,20146
2021-11-23,17812
2021-11-24,18103
2021-11-25,17816
2021-11-26,13289
2021-11-27,12739
2021-11-28,7932
2021-11-29,14072
2021-11-30,10538
2021-12-01,13640
2021-12-02,13993
2021-12-03,14331
2021-12-04,7962
2021-12-05,9459
2021-12-06,16950
2021-12-07,17137
2021-12-08,16651
2021-12-09,15955
2021-12-10,13423
2021-12-11,8954
2021-12-12,6500
2021-12-13,17702
2021-12-14,17852
2021-12-15,18220
2021-12-16,18770
2021-12-17,17383
2021-12-18,10209
2021-12-19,8607
2021-12-20,18991
2021-12-21,16587
2021-12-22,13868
2021-12-23,11056
2021-12-24,6228
2021-12-25,2735
2021-12-26,5113
2021-12-27,9729
2021-12-28,7595
2021-12-29,9772
2021-12-30,11774
2021-12-31,15429
