Time,Kennedybrücke,Nordbrücke,Südbrücke,Estermannufer,Von-Sandt-Ufer,Rhenusallee,Brühler Straße,Wilhelm-Spiritus-Ufer,Mc Cloy Weg,Weg auf Damm Neil
2020-10-01 08:00:00,881,116,-1,36,201,192,114,422,95,182
2020-10-01 09:00:00,463,55,-1,18,71,91,64,167,47,92
2020-10-01 10:00:00,416,42,-1,21,62,79,49,111,51,82
2020-10-01 11:00:00,423,44,-1,35,88,96,65,141,87,91
2020-10-01 12:00:00,482,53,-1,23,89,94,58,146,68,110
2020-10-01 13:00:00,573,57,-1,46,105,110,78,147,65,116
2020-10-01 14:00:00,529,53,-1,23,84,93,43,131,59,120
2020-10-01 15:00:00,544,60,-1,26,77,84,94,125,41,102
2020-10-01 16:00:00,720,100,-1,39,126,152,107,206,66,152
2020-10-01 17:00:00,765,99,-1,40,126,167,91,290,85,170
2020-10-01 18:00:00,658,96,-1,32,134,125,87,245,71,132
2020-10-01 19:00:00,537,58,-1,21,68,72,63,158,40,120
2020-10-01 20:00:00,333,38,-1,7,26,37,25,54,18,57
2020-10-01 21:00:00,205,11,-1,3,9,23,18,21,5,26
2020-10-01 22:00:00,186,9,-1,1,6,9,17,21,4,17
2020-10-01 23:00:00,80,8,-1,2,3,5,11,12,1,9
2020-10-02 00:00:00,50,0,-1,0,0,2,6,1,1,4
2020-10-02 01:00:00,11,0,-1,0,0,1,2,1,0,0
2020-10-02 02:00:00,15,0,-1,0,2,0,4,1,1,0
2020-10-02 03:00:00,8,0,-1,0,1,0,4,0,0,0
2020-10-02 04:00:00,9,7,-1,1,0,2,3,1,1,1
2020-10-02 05:00:00,71,20,-1,2,6,5,11,13,3,3
2020-10-02 06:00:00,216,62,-1,13,32,45,42,63,20,39
2020-10-02 07:00:00,736,135,-1,48,101,145,119,196,73,174
2020-10-02 08:00:00,649,92,-1,41,163,124,99,278,47,119
2020-10-02 09:00:00,485,51,-1,12,67,85,70,143,57,84
2020-10-02 10:00:00,378,39,-1,24,94,70,49,114,58,80
2020-10-02 11:00:00,427,47,-1,50,110,85,65,117,84,118
2020-10-02 12:00:00,555,61,-1,67,122,121,81,195,91,128
2020-10-02 13:00:00,657,96,-1,63,123,116,120,174,107,152
2020-10-02 14:00:00,677,125,-1,71,168,140,105,249,126,155
2020-10-02 15:00:00,822,121,-1,64,198,182,114,262,131,195
2020-10-02 16:00:00,827,132,-1,99,179,212,82,300,106,212
2020-10-02 17:00:00,813,113,-1,69,170,210,82,255,119,220
2020-10-02 18:00:00,756,92,-1,40,132,203,95,215,99,210
2020-10-02 19:00:00,510,46,-1,22,66,69,78,99,41,91
2020-10-02 20:00:00,300,28,-1,11,21,30,29,53,10,39
2020-10-02 21:00:00,190,24,-1,4,7,22,14,34,11,36
2020-10-02 22:00:00,210,9,-1,7,8,16,28,34,3,16
2020-10-02 23:00:00,148,3,-1,1,2,9,11,19,1,16
2020-10-03 00:00:00,127,3,-1,2,5,10,14,12,4,6
2020-10-03 01:00:00,67,9,-1,0,7,7,6,7,3,8
2020-10-03 02:00:00,59,0,-1,0,1,4,7,3,1,4
2020-10-03 03:00:00,32,2,-1,5,8,5,5,4,2,4
2020-10-03 04:00:00,9,0,-1,1,0,2,2,0,1,1
2020-10-03 05:00:00,25,1,-1,1,1,3,3,6,1,1
2020-10-03 06:00:00,34,3,-1,4,9,6,5,13,3,3
2020-10-03 07:00:00,18,6,-1,1,13,9,4,12,10,10
2020-10-03 08:00:00,48,12,-1,3,20,26,8,13,21,16
2020-10-03 09:00:00,138,32,-1,13,39,40,10,40,20,40
2020-10-03 10:00:00,190,38,-1,26,52,57,27,56,45,72
2020-10-03 11:00:00,197,45,-1,47,84,85,29,91,71,55
2020-10-03 12:00:00,214,38,-1,40,76,61,22,69,59,47
2020-10-03 13:00:00,150,29,-1,30,44,55,28,69,62,32
2020-10-03 14:00:00,142,31,-1,13,35,40,19,53,36,44
2020-10-03 15:00:00,129,24,-1,14,22,27,15,57,37,19
2020-10-03 16:00:00,182,37,-1,23,57,56,16,64,62,44
2020-10-03 17:00:00,288,66,-1,53,139,133,25,165,78,134
2020-10-03 18:00:00,361,84,-1,20,139,187,29,178,108,204
2020-10-03 19:00:00,288,42,-1,16,57,80,15,102,56,113
2020-10-03 20:00:00,164,20,-1,1,27,22,21,31,13,22
2020-10-03 21:00:00,111,11,-1,3,5,13,16,28,5,19
2020-10-03 22:00:00,95,5,-1,3,2,7,13,15,5,9
2020-10-03 23:00:00,78,7,-1,2,8,8,6,8,1,9
2020-10-04 00:00:00,85,4,-1,0,0,6,2,6,2,11
2020-10-04 01:00:00,71,4,-1,1,2,4,2,3,0,6
2020-10-04 02:00:00,34,0,-1,0,2,0,1,8,1,2
2020-10-04 03:00:00,20,0,-1,0,0,1,3,2,1,2
2020-10-04 04:00:00,9,0,-1,0,1,1,1,2,0,1
2020-10-04 05:00:00,16,0,-1,0,0,1,4,3,0,1
2020-10-04 06:00:00,14,2,-1,2,1,5,1,5,2,4
2020-10-04 07:00:00,17,6,-1,8,7,6,4,10,4,7
2020-10-04 08:00:00,51,22,-1,5,28,31,10,27,20,31
2020-10-04 09:00:00,166,34,-1,19,43,56,9,69,43,65
2020-10-04 10:00:00,211,57,-1,35,90,104,23,82,79,103
2020-10-04 11:00:00,337,136,-1,72,166,164,32,179,124,165
2020-10-04 12:00:00,328,108,-1,68,204,211,44,230,163,191
2020-10-04 13:00:00,293,141,-1,94,203,184,46,245,148,206
2020-10-04 14:00:00,413,110,-1,105,203,249,43,226,187,232
2020-10-04 15:00:00,451,149,-1,84,227,257,57,256,180,219
2020-10-04 16:00:00,437,120,-1,85,211,265,31,285,158,254
2020-10-04 17:00:00,369,103,-1,51,143,156,34,188,113,155
2020-10-04 18:00:00,310,48,-1,18,50,70,19,86,50,69
2020-10-04 19:00:00,213,28,-1,5,42,36,21,35,19,39
2020-10-04 20:00:00,136,2,-1,1,7,9,13,19,4,7
2020-10-04 21:00:00,87,4,-1,0,9,13,4,9,4,9
2020-10-04 22:00:00,70,7,-1,0,2,2,12,3,3,4
2020-10-04 23:00:00,28,5,-1,0,0,2,10,2,0,2
2020-10-05 00:00:00,18,2,-1,0,0,1,4,2,0,1
2020-10-05 01:00:00,3,0,-1,0,0,0,0,0,0,0
2020-10-05 02:00:00,3,0,-1,0,0,0,2,0,0,0
2020-10-05 03:00:00,8,0,-1,0,1,0,1,1,0,0
2020-10-05 04:00:00,10,12,-1,0,2,1,1,1,3,1
2020-10-05 05:00:00,71,19,-1,5,5,5,17,15,3,3
2020-10-05 06:00:00,230,67,-1,25,30,46,42,79,29,38
2020-10-05 07:00:00,825,133,-1,63,105,152,113,207,82,200
2020-10-05 08:00:00,772,92,-1,39,193,169,111,163,74,154
2020-10-05 09:00:00,434,33,-1,13,49,62,68,0,31,68
2020-10-05 10:00:00,316,22,-1,19,53,58,45,3,63,53
2020-10-05 11:00:00,271,30,-1,15,47,45,34,42,25,40
2020-10-05 12:00:00,310,19,-1,14,31,29,46,50,23,29
2020-10-05 13:00:00,409,39,-1,23,45,62,94,82,49,96
2020-10-05 14:00:00,459,58,-1,19,71,76,50,87,58,104
2020-10-05 15:00:00,549,72,-1,25,106,99,101,139,74,131
2020-10-05 16:00:00,757,128,-1,54,112,150,111,233,69,156
2020-10-05 17:00:00,847,110,-1,53,159,196,106,288,87,191
2020-10-05 18:00:00,665,89,-1,47,120,136,76,228,75,148
2020-10-05 19:00:00,478,75,-1,17,55,88,52,135,35,96
2020-10-05 20:00:00,279,17,-1,13,30,36,27,50,11,39
2020-10-05 21:00:00,191,13,-1,3,10,18,29,18,9,23
2020-10-05 22:00:00,149,12,-1,0,2,4,22,13,2,6
2020-10-05 23:00:00,62,0,-1,1,0,7,5,8,0,7
2020-10-06 00:00:00,26,1,-1,0,1,1,1,1,0,2
2020-10-06 01:00:00,6,2,-1,0,0,3,0,1,0,2
2020-10-06 02:00:00,6,0,-1,0,0,0,0,0,0,0
2020-10-06 03:00:00,5,0,-1,0,2,1,1,3,0,1
2020-10-06 04:00:00,10,6,-1,1,0,1,3,0,2,1
2020-10-06 05:00:00,70,10,-1,0,7,9,13,7,2,8
2020-10-06 06:00:00,236,57,-1,11,23,38,52,70,21,33
2020-10-06 07:00:00,807,133,-1,56,120,154,128,238,87,195
2020-10-06 08:00:00,857,108,-1,56,207,189,132,409,77,159
2020-10-06 09:00:00,428,62,-1,24,95,96,60,166,56,90
2020-10-06 10:00:00,300,25,-1,15,62,63,59,85,41,59
2020-10-06 11:00:00,318,29,-1,24,69,55,52,79,58,71
2020-10-06 12:00:00,349,47,-1,26,70,83,55,108,44,83
2020-10-06 13:00:00,538,48,-1,31,73,111,90,123,41,138
2020-10-06 14:00:00,544,55,-1,28,101,102,78,130,72,120
2020-10-06 15:00:00,620,81,-1,42,123,113,109,195,75,161
2020-10-06 16:00:00,797,130,-1,49,145,164,125,266,108,202
2020-10-06 17:00:00,887,126,-1,54,192,213,102,310,111,206
2020-10-06 18:00:00,650,100,-1,38,108,115,81,206,88,119
2020-10-06 19:00:00,458,54,-1,11,52,62,54,110,42,76
2020-10-06 20:00:00,246,25,-1,5,17,36,25,44,15,36
2020-10-06 21:00:00,197,11,-1,2,8,17,35,22,6,26
2020-10-06 22:00:00,143,9,-1,0,14,9,22,15,8,18
2020-10-06 23:00:00,62,0,-1,0,4,1,11,8,1,1
2020-10-07 00:00:00,39,3,-1,1,1,3,1,5,1,3
2020-10-07 01:00:00,7,2,-1,0,0,2,0,1,0,1
2020-10-07 02:00:00,4,0,-1,0,0,0,3,0,0,0
2020-10-07 03:00:00,4,2,-1,0,1,0,1,1,0,0
2020-10-07 04:00:00,11,3,-1,0,2,1,1,0,2,1
2020-10-07 05:00:00,64,20,-1,3,7,6,11,14,3,4
2020-10-07 06:00:00,235,62,-1,14,21,41,52,80,17,38
2020-10-07 07:00:00,721,128,-1,45,98,129,119,197,82,196
2020-10-07 08:00:00,773,78,-1,37,180,164,102,348,55,142
2020-10-07 09:00:00,423,27,-1,14,70,51,56,155,33,61
2020-10-07 10:00:00,360,34,-1,18,40,57,51,67,39,48
2020-10-07 11:00:00,343,31,-1,31,92,74,49,107,74,64
2020-10-07 12:00:00,406,45,-1,22,86,68,57,127,57,53
2020-10-07 13:00:00,538,46,-1,35,96,93,74,137,54,108
2020-10-07 14:00:00,516,54,-1,42,111,89,66,141,69,103
2020-10-07 15:00:00,627,71,-1,38,133,129,80,212,81,119
2020-10-07 16:00:00,810,118,-1,62,160,173,106,269,127,172
2020-10-07 17:00:00,853,128,-1,49,171,200,129,344,119,212
2020-10-07 18:00:00,819,126,-1,51,164,192,81,304,80,201
2020-10-07 19:00:00,554,78,-1,21,63,106,58,148,52,114
2020-10-07 20:00:00,311,29,-1,4,15,41,38,72,8,45
2020-10-07 21:00:00,225,17,-1,3,10,26,32,28,5,21
2020-10-07 22:00:00,186,5,-1,3,10,15,28,28,3,15
2020-10-07 23:00:00,82,7,-1,0,3,4,6,8,2,2
2020-10-08 00:00:00,38,3,-1,0,1,4,4,4,1,6
2020-10-08 01:00:00,18,1,-1,0,1,1,0,0,0,1
2020-10-08 02:00:00,13,0,-1,0,0,0,2,0,0,0
2020-10-08 03:00:00,8,1,-1,0,1,0,2,1,1,0
2020-10-08 04:00:00,20,9,-1,0,1,1,10,2,1,1
2020-10-08 05:00:00,73,20,-1,1,4,6,15,10,2,6
2020-10-08 06:00:00,250,43,-1,20,26,35,43,58,11,25
2020-10-08 07:00:00,980,129,-1,44,106,177,138,244,64,212
2020-10-08 08:00:00,931,86,-1,43,118,166,127,382,58,162
2020-10-08 09:00:00,528,35,-1,19,75,85,100,183,31,86
2020-10-08 10:00:00,375,24,-1,15,64,62,76,81,42,62
2020-10-08 11:00:00,419,28,-1,22,67,61,75,101,51,78
2020-10-08 12:00:00,511,53,-1,28,62,84,83,142,49,86
2020-10-08 13:00:00,666,52,-1,44,72,119,106,137,52,152
2020-10-08 14:00:00,694,68,-1,29,100,104,94,181,66,128
2020-10-08 15:00:00,762,82,-1,40,143,171,130,211,108,183
2020-10-08 16:00:00,1032,130,-1,56,160,199,155,271,108,258
2020-10-08 17:00:00,991,115,-1,55,190,239,121,364,116,217
2020-10-08 18:00:00,861,114,-1,36,124,159,111,239,91,190
2020-10-08 19:00:00,657,71,-1,16,47,89,69,127,36,115
2020-10-08 20:00:00,337,26,-1,5,29,36,55,64,18,50
2020-10-08 21:00:00,230,21,-1,2,15,32,41,51,4,28
2020-10-08 22:00:00,215,15,-1,1,7,17,36,25,2,26
2020-10-08 23:00:00,107,5,-1,1,0,7,10,12,3,3
2020-10-09 00:00:00,37,2,-1,0,3,3,8,7,3,3
2020-10-09 01:00:00,38,0,-1,0,1,5,4,0,0,4
2020-10-09 02:00:00,22,0,-1,0,0,1,0,2,0,0
2020-10-09 03:00:00,15,0,-1,0,2,0,2,3,1,0
2020-10-09 04:00:00,13,9,-1,0,1,1,5,0,4,0
2020-10-09 05:00:00,55,11,-1,3,4,5,11,1,2,4
2020-10-09 06:00:00,161,43,-1,11,16,25,42,47,7,21
2020-10-09 07:00:00,578,96,-1,39,63,92,91,125,39,139
2020-10-09 08:00:00,546,59,-1,26,78,111,70,216,40,93
2020-10-09 09:00:00,336,33,-1,10,30,54,51,75,14,52
2020-10-09 10:00:00,249,19,-1,14,26,40,23,45,12,37
2020-10-09 11:00:00,267,26,-1,19,21,43,33,56,22,78
2020-10-09 12:00:00,328,32,-1,21,36,50,40,57,16,54
2020-10-09 13:00:00,436,51,-1,24,46,61,87,71,23,54
2020-10-09 14:00:00,465,44,-1,14,57,53,68,100,33,49
2020-10-09 15:00:00,478,47,-1,44,54,60,61,135,41,81
2020-10-09 16:00:00,569,68,-1,45,70,104,54,159,51,125
2020-10-09 17:00:00,615,83,-1,61,89,129,49,213,64,119
2020-10-09 18:00:00,529,81,-1,39,108,136,62,192,65,146
2020-10-09 19:00:00,414,53,-1,11,45,64,36,106,25,74
2020-10-09 20:00:00,217,20,-1,8,15,25,34,29,7,43
2020-10-09 21:00:00,175,12,-1,5,18,15,19,27,18,16
2020-10-09 22:00:00,134,3,-1,0,12,18,15,15,7,16
2020-10-09 23:00:00,96,4,-1,1,12,6,10,11,10,10
2020-10-10 00:00:00,96,8,-1,3,0,5,12,10,0,3
2020-10-10 01:00:00,57,3,-1,0,3,3,4,4,0,7
2020-10-10 02:00:00,27,0,-1,0,1,5,5,1,1,4
2020-10-10 03:00:00,25,2,-1,0,0,0,4,0,0,1
2020-10-10 04:00:00,9,1,-1,0,0,1,2,0,0,0
2020-10-10 05:00:00,24,7,-1,1,4,3,2,3,0,0
2020-10-10 06:00:00,29,4,-1,3,12,7,6,7,10,4
2020-10-10 07:00:00,64,14,-1,6,6,24,7,18,4,15
2020-10-10 08:00:00,124,21,-1,10,20,31,27,38,17,31
2020-10-10 09:00:00,284,43,-1,25,57,82,55,49,47,87
2020-10-10 10:00:00,385,76,-1,50,110,117,48,138,121,107
2020-10-10 11:00:00,510,134,-1,68,162,218,70,232,163,222
2020-10-10 12:00:00,577,100,-1,91,205,205,76,219,182,191
2020-10-10 13:00:00,611,106,-1,82,206,241,74,265,174,239
2020-10-10 14:00:00,616,95,-1,86,166,196,64,229,144,183
2020-10-10 15:00:00,573,100,-1,99,167,219,61,243,162,194
2020-10-10 16:00:00,518,71,-1,72,134,166,61,190,134,164
2020-10-10 17:00:00,456,82,-1,53,151,156,43,206,110,164
2020-10-10 18:00:00,420,87,-1,37,107,120,45,119,72,129
2020-10-10 19:00:00,307,21,-1,15,43,70,25,95,41,74
2020-10-10 20:00:00,198,15,-1,5,9,25,20,25,12,22
2020-10-10 21:00:00,186,3,-1,6,6,9,10,13,4,7
2020-10-10 22:00:00,149,6,-1,1,4,16,18,20,2,14
2020-10-10 23:00:00,96,5,-1,2,8,6,8,5,2,8
2020-10-11 00:00:00,87,7,-1,2,2,2,14,2,7,8
2020-10-11 01:00:00,55,4,-1,0,2,8,6,3,2,8
2020-10-11 02:00:00,42,1,-1,0,5,1,4,3,1,4
2020-10-11 03:00:00,27,4,-1,0,0,5,4,0,0,3
2020-10-11 04:00:00,15,0,-1,1,0,2,1,1,1,2
2020-10-11 05:00:00,7,4,-1,0,2,0,2,1,1,1
2020-10-11 06:00:00,22,5,-1,3,12,4,5,1,4,2
2020-10-11 07:00:00,16,6,-1,3,5,11,0,10,3,7
2020-10-11 08:00:00,79,19,-1,3,22,32,8,29,26,32
2020-10-11 09:00:00,182,40,-1,20,48,77,13,73,40,63
2020-10-11 10:00:00,237,98,-1,61,122,149,19,172,111,96
2020-10-11 11:00:00,303,129,-1,86,181,224,48,239,156,165
2020-10-11 12:00:00,363,148,-1,111,172,261,31,243,163,244
2020-10-11 13:00:00,369,130,-1,86,237,247,49,292,235,227
2020-10-11 14:00:00,347,137,-1,115,221,237,49,265,195,221
2020-10-11 15:00:00,408,113,-1,111,200,248,42,238,145,205
2020-10-11 16:00:00,373,95,-1,69,191,228,49,224,135,195
2020-10-11 17:00:00,399,97,-1,64,177,197,39,184,115,204
2020-10-11 18:00:00,338,64,-1,27,96,127,45,116,100,129
2020-10-11 19:00:00,245,19,-1,3,28,29,17,53,20,40
2020-10-11 20:00:00,119,8,-1,2,6,16,25,23,8,16
2020-10-11 21:00:00,85,4,-1,1,6,8,2,11,3,1
2020-10-11 22:00:00,85,2,-1,1,2,4,9,10,3,4
2020-10-11 23:00:00,53,2,-1,0,1,2,6,8,0,3
2020-10-12 00:00:00,30,0,-1,0,3,1,0,2,2,1
2020-10-12 01:00:00,8,1,-1,0,0,1,2,0,0,1
2020-10-12 02:00:00,5,2,-1,0,0,0,2,2,0,0
2020-10-12 03:00:00,7,0,-1,0,0,0,0,1,0,1
2020-10-12 04:00:00,13,5,-1,0,1,2,4,1,1,2
2020-10-12 05:00:00,69,20,-1,0,5,3,16,10,1,2
2020-10-12 06:00:00,230,52,-1,12,22,40,43,49,20,30
2020-10-12 07:00:00,548,89,-1,42,68,109,72,158,49,86
2020-10-12 08:00:00,666,74,-1,31,106,138,87,277,57,102
2020-10-12 09:00:00,371,43,-1,21,58,55,50,106,37,61
2020-10-12 10:00:00,275,24,-1,12,36,42,33,61,34,34
2020-10-12 11:00:00,337,16,-1,10,44,49,30,76,33,47
2020-10-12 12:00:00,399,29,-1,28,67,64,45,86,42,76
2020-10-12 13:00:00,446,38,-1,35,72,77,63,116,60,67
2020-10-12 14:00:00,380,41,-1,28,60,62,43,74,43,58
2020-10-12 15:00:00,491,70,-1,33,86,88,72,163,68,109
2020-10-12 16:00:00,717,99,-1,51,141,137,96,233,98,147
2020-10-12 17:00:00,807,151,-1,61,159,209,118,305,137,263
2020-10-12 18:00:00,678,97,-1,34,121,177,84,225,86,190
2020-10-12 19:00:00,400,47,-1,9,41,74,59,119,39,64
2020-10-12 20:00:00,233,15,-1,5,14,25,35,44,12,31
2020-10-12 21:00:00,173,9,-1,3,7,15,24,20,5,16
2020-10-12 22:00:00,133,14,-1,4,9,10,26,19,2,7
2020-10-12 23:00:00,53,3,-1,0,5,6,4,12,1,8
2020-10-13 00:00:00,21,0,-1,1,1,2,3,1,0,3
2020-10-13 01:00:00,10,2,-1,0,0,0,2,0,0,0
2020-10-13 02:00:00,11,0,-1,0,0,1,3,0,0,1
2020-10-13 03:00:00,8,6,-1,0,1,0,1,1,0,0
2020-10-13 04:00:00,10,5,-1,1,1,1,5,1,2,1
2020-10-13 05:00:00,74,30,-1,3,5,2,15,10,2,2
2020-10-13 06:00:00,243,62,-1,11,26,48,37,59,17,40
2020-10-13 07:00:00,586,75,-1,41,70,108,77,172,56,88
2020-10-13 08:00:00,702,72,-1,24,128,181,105,344,55,153
2020-10-13 09:00:00,442,46,-1,27,70,95,61,155,47,88
2020-10-13 10:00:00,366,33,-1,56,81,97,38,122,76,94
2020-10-13 11:00:00,366,54,-1,37,89,120,43,137,75,133
2020-10-13 12:00:00,491,70,-1,54,122,161,50,187,107,169
2020-10-13 13:00:00,508,78,-1,47,155,176,80,154,129,182
2020-10-13 14:00:00,545,98,-1,75,154,162,78,201,91,176
2020-10-13 15:00:00,662,115,-1,72,178,175,86,231,154,203
2020-10-13 16:00:00,774,152,-1,93,200,233,92,305,126,230
2020-10-13 17:00:00,896,166,-1,58,188,262,113,387,133,276
2020-10-13 18:00:00,741,123,-1,61,149,210,77,270,108,211
2020-10-13 19:00:00,478,57,-1,20,61,82,55,119,43,92
2020-10-13 20:00:00,265,22,-1,2,14,40,37,46,21,35
2020-10-13 21:00:00,218,19,-1,0,12,16,28,26,4,20
2020-10-13 22:00:00,126,11,-1,4,15,12,21,17,6,10
2020-10-13 23:00:00,75,3,-1,1,7,6,14,8,0,9
2020-10-14 00:00:00,33,1,-1,1,1,3,4,5,0,3
2020-10-14 01:00:00,16,1,-1,0,1,2,2,3,1,2
2020-10-14 02:00:00,14,3,-1,0,0,1,2,0,0,1
2020-10-14 03:00:00,8,7,-1,0,0,0,3,1,0,0
2020-10-14 04:00:00,7,3,-1,1,1,1,4,0,1,1
2020-10-14 05:00:00,68,25,-1,1,7,5,18,13,1,4
2020-10-14 06:00:00,222,56,-1,9,28,34,42,53,10,33
2020-10-14 07:00:00,553,96,-1,37,80,113,71,166,52,109
2020-10-14 08:00:00,677,78,-1,35,120,136,84,301,51,124
2020-10-14 09:00:00,436,41,-1,10,55,82,44,147,30,85
2020-10-14 10:00:00,335,32,-1,16,66,63,42,99,46,58
2020-10-14 11:00:00,366,56,-1,25,61,94,50,118,66,89
2020-10-14 12:00:00,413,36,-1,26,96,89,59,116,60,93
2020-10-14 13:00:00,476,58,-1,55,63,98,53,134,46,102
2020-10-14 14:00:00,492,69,-1,39,106,98,68,147,77,119
2020-10-14 15:00:00,578,92,-1,54,94,150,68,200,80,145
2020-10-14 16:00:00,618,116,-1,49,123,168,99,237,104,153
2020-10-14 17:00:00,834,128,-1,51,156,183,101,309,80,185
2020-10-14 18:00:00,627,87,-1,32,121,152,79,224,70,141
2020-10-14 19:00:00,479,40,-1,16,40,66,53,117,31,59
2020-10-14 20:00:00,254,19,-1,3,15,36,36,56,9,40
2020-10-14 21:00:00,152,15,-1,6,9,18,18,17,3,18
2020-10-14 22:00:00,157,15,-1,0,5,12,24,12,2,10
2020-10-14 23:00:00,79,1,-1,2,2,2,11,3,1,2
2020-10-15 00:00:00,27,2,-1,0,0,3,1,1,0,0
2020-10-15 01:00:00,15,1,-1,0,0,1,1,0,0,3
2020-10-15 02:00:00,11,0,-1,0,1,4,5,1,0,3
2020-10-15 03:00:00,10,2,-1,0,1,0,3,1,2,1
2020-10-15 04:00:00,11,5,-1,0,1,1,4,0,1,1
2020-10-15 05:00:00,69,21,-1,3,9,6,19,10,2,6
2020-10-15 06:00:00,216,45,-1,12,15,45,32,43,12,33
2020-10-15 07:00:00,479,68,-1,35,60,100,54,137,35,82
2020-10-15 08:00:00,643,70,-1,23,87,122,93,266,44,97
2020-10-15 09:00:00,373,41,-1,5,42,53,37,133,33,58
2020-10-15 10:00:00,314,25,-1,11,33,60,34,60,33,59
2020-10-15 11:00:00,319,30,-1,16,34,58,28,47,29,71
2020-10-15 12:00:00,312,39,-1,21,38,57,46,66,29,69
2020-10-15 13:00:00,356,30,-1,16,46,55,38,75,35,53
2020-10-15 14:00:00,427,56,-1,23,63,70,54,82,39,73
2020-10-15 15:00:00,489,67,-1,26,79,131,60,142,56,117
2020-10-15 16:00:00,668,93,-1,51,107,123,86,194,68,122
2020-10-15 17:00:00,766,118,-1,63,133,148,91,258,77,156
2020-10-15 18:00:00,625,78,-1,27,94,120,72,206,57,110
2020-10-15 19:00:00,457,37,-1,11,39,64,72,98,17,86
2020-10-15 20:00:00,241,17,-1,8,21,24,28,41,12,23
2020-10-15 21:00:00,177,19,-1,1,14,27,13,30,3,19
2020-10-15 22:00:00,161,8,-1,1,6,16,19,21,1,24
2020-10-15 23:00:00,82,9,-1,2,0,3,7,4,0,9
2020-10-16 00:00:00,43,1,-1,1,0,1,2,4,2,2
2020-10-16 01:00:00,15,5,-1,0,2,3,2,3,0,2
2020-10-16 02:00:00,10,1,-1,0,0,0,1,0,0,0
2020-10-16 03:00:00,6,0,-1,0,2,0,7,1,0,0
2020-10-16 04:00:00,8,7,-1,0,2,2,2,1,2,3
2020-10-16 05:00:00,68,21,-1,3,6,3,18,8,3,3
2020-10-16 06:00:00,190,50,-1,6,21,35,39,50,10,24
2020-10-16 07:00:00,408,64,-1,25,52,69,59,113,36,61
2020-10-16 08:00:00,496,50,-1,21,78,100,72,224,33,88
2020-10-16 09:00:00,365,34,-1,13,62,75,49,135,39,69
2020-10-16 10:00:00,319,37,-1,24,47,49,28,87,35,59
2020-10-16 11:00:00,350,43,-1,19,86,73,37,89,52,60
2020-10-16 12:00:00,393,66,-1,31,75,71,58,129,45,75
2020-10-16 13:00:00,466,67,-1,26,81,123,77,154,66,112
2020-10-16 14:00:00,567,51,-1,45,94,94,73,161,86,108
2020-10-16 15:00:00,569,71,-1,55,114,111,62,176,93,118
2020-10-16 16:00:00,595,88,-1,68,132,142,74,232,91,134
2020-10-16 17:00:00,578,97,-1,49,139,145,76,222,90,147
2020-10-16 18:00:00,534,50,-1,22,98,122,65,151,58,142
2020-10-16 19:00:00,371,43,-1,13,33,47,51,69,29,57
2020-10-16 20:00:00,220,14,-1,6,8,14,22,24,6,17
2020-10-16 21:00:00,141,21,-1,2,10,22,10,13,7,15
2020-10-16 22:00:00,125,8,-1,1,12,12,14,26,3,9
2020-10-16 23:00:00,111,2,-1,2,6,6,7,12,4,4
2020-10-17 00:00:00,95,5,-1,1,0,3,10,6,0,10
2020-10-17 01:00:00,60,2,-1,0,0,5,5,3,0,1
2020-10-17 02:00:00,29,7,-1,1,1,0,5,3,1,0
2020-10-17 03:00:00,22,0,-1,1,0,0,2,2,0,0
2020-10-17 04:00:00,13,1,-1,0,3,2,2,4,3,3
2020-10-17 05:00:00,18,3,-1,0,2,3,6,3,1,1
2020-10-17 06:00:00,32,1,-1,2,6,7,6,4,4,3
2020-10-17 07:00:00,56,6,-1,4,7,13,5,15,9,15
2020-10-17 08:00:00,92,13,-1,5,17,39,11,24,21,34
2020-10-17 09:00:00,243,37,-1,17,48,60,40,49,27,61
2020-10-17 10:00:00,292,46,-1,37,66,68,49,89,66,65
2020-10-17 11:00:00,395,77,-1,62,85,96,66,110,74,127
2020-10-17 12:00:00,407,78,-1,59,129,126,62,138,96,116
2020-10-17 13:00:00,413,74,-1,66,108,137,60,165,96,154
2020-10-17 14:00:00,390,68,-1,58,136,150,62,189,117,134
2020-10-17 15:00:00,423,73,-1,61,110,160,52,143,78,145
2020-10-17 16:00:00,397,89,-1,66,176,133,37,161,141,152
2020-10-17 17:00:00,390,60,-1,34,94,128,46,161,69,149
2020-10-17 18:00:00,341,42,-1,18,87,96,38,98,86,96
2020-10-17 19:00:00,253,32,-1,5,42,41,26,45,32,33
2020-10-17 20:00:00,161,17,-1,1,5,25,18,24,6,28
2020-10-17 21:00:00,109,11,-1,2,16,10,9,24,5,16
2020-10-17 22:00:00,117,7,-1,2,10,9,22,15,3,14
2020-10-17 23:00:00,78,1,-1,0,0,12,7,16,0,12
2020-10-18 00:00:00,76,5,-1,2,0,4,7,1,0,4
2020-10-18 01:00:00,27,2,-1,0,2,3,6,2,2,3
2020-10-18 02:00:00,24,0,-1,0,4,2,1,8,6,0
2020-10-18 03:00:00,13,1,-1,1,1,0,0,0,1,0
2020-10-18 04:00:00,5,0,-1,0,3,1,1,2,1,0
2020-10-18 05:00:00,18,3,-1,0,2,0,5,1,1,0
2020-10-18 06:00:00,21,3,-1,0,4,6,3,8,4,7
2020-10-18 07:00:00,22,8,-1,2,7,8,4,6,7,6
