2019-08-12,23422
2019-08-13,27206
2019-08-14,35944
2019-08-15,20962
2019-08-16,33565
2019-08-17,18701
2019-08-18,12684
2019-08-19,34453
2019-08-20,36275
2019-08-21,40588
2019-08-22,42048
2019-08-23,38388
2019-08-24,33398
2019-08-25,37110
2019-08-26,36549
2019-08-27,36668
2019-08-28,35473
2019-08-29,35430
2019-08-30,39946
2019-08-31,33036
2019-09-01,20155
2019-09-02,36150
2019-09-03,37052
2019-09-04,33373
2019-09-05,26289
2019-09-06,33585
2019-09-07,10836
2019-09-08,8470
2019-09-09,26599
2019-09-10,34834
2019-09-11,28004
2019-09-12,32151
2019-09-13,26470
2019-09-14,31062
2019-09-15,39812
2019-09-16,26065
2019-09-17,29387
2019-09-18,30633
2019-09-19,30343
2019-09-20,33288
2019-09-21,33068
2019-09-22,28773
2019-09-23,19775
2019-09-24,24086
2019-09-25,23269
2019-09-26,18442
2019-09-27,22889
2019-09-28,15371
2019-09-29,10072
2019-09-30,22359
2019-10-01,19881
2019-10-02,19750
2019-10-03,13229
2019-10-04,11005
2019-10-05,13716
2019-10-06,3489
2019-10-07,23147
2019-10-08,13357
2019-10-09,21488
2019-10-10,24940
2019-10-11,23220
2019-10-12,23486
2019-10-13,27454
2019-10-14,32346
2019-10-15,20925
2019-10-16,18045
2019-10-17,18805
2019-10-18,18189
2019-10-19,8836
2019-10-20,3632
2019-10-21,22116
2019-10-22,28871
2019-10-23,26455
2019-10-24,28239
2019-10-25,25161
2019-10-26,24120
2019-10-27,6446
2019-10-28,24221
2019-10-29,25385
2019-10-30,23179
2019-10-31,23008
2019-11-01,4582
2019-11-02,9997
2019-11-03,11177
2019-11-04,20911
2019-11-05,22174
2019-11-06,16875
2019-11-07,19885
2019-11-08,21544
2019-11-09,11621
2019-11-10,11291
2019-11-11,19391
2019-11-12,19736
2019-11-13,19808
2019-11-14,21782
2019-11-15,18697
2019-11-16,12452
2019-11-17,6536
2019-11-18,12446
2019-11-19,17957
2019-11-20,20730
2019-11-21,19737
2019-11-22,17400
2019-11-23,12740
2019-11-24,13060
2019-11-25,20723
2019-11-26,21209
2019-11-27,18782
2019-11-28,16577
2019-11-29,19088
2019-11-30,10860
2019-12-01,6491
2019-12-02,17720
2019-12-03,18853
2019-12-04,20572
2019-12-05,19224
2019-12-06,10263
2019-12-07,8888
2019-12-08,5881
2019-12-09,15413
2019-12-10,20910
2019-12-11,11694
2019-12-12,19290
2019-12-13,11421
2019-12-14,5989
2019-12-15,9491
2019-12-16,16871
2019-12-17,23042
2019-12-18,21789
2019-12-19,23136
2019-12-20,14083
2019-12-21,11247
2019-12-22,6391
2019-12-23,9980
2019-12-24,3920
2019-12-25,2932
2019-12-26,5913
2019-12-27,8528
2019-12-28,7925
2019-12-29,6417
2019-12-30,11853
2019-12-31,6280
