Time,0
2019-01-01,3280
2019-01-02,11026
2019-01-03,10288
2019-01-04,10040
2019-01-05,4716
2019-01-06,4287
2019-01-07,15852
2019-01-08,12960
2019-01-09,11941
2019-01-10,16145
2019-01-11,10903
2019-01-12,6029
2019-01-13,2976
2019-01-14,12755
2019-01-15,17334
2019-01-16,17863
2019-01-17,14718
2019-01-18,15811
2019-01-19,9455
2019-01-20,7681
2019-01-21,14268
2019-01-22,12958
2019-01-23,11552
2019-01-24,12457
2019-01-25,12286
2019-01-26,7696
2019-01-27,5607
2019-01-28,8955
2019-01-29,16174
2019-01-30,10485
2019-01-31,6713
2019-02-01,8029
2019-02-02,5043
2019-02-03,6924
2019-02-04,15070
2019-02-05,15301
2019-02-06,17174
2019-02-07,15988
2019-02-08,14532
2019-02-09,9191
2019-02-10,4281
2019-02-11,14100
2019-02-12,17523
2019-02-13,18804
2019-02-14,20590
2019-02-15,22375
2019-02-16,21974
2019-02-17,24887
2019-02-18,24252
2019-02-19,19603
2019-02-20,20939
2019-02-21,19668
2019-02-22,16841
2019-02-23,15854
2019-02-24,23886
2019-02-25,25969
2019-02-26,28479
2019-02-27,30390
2019-02-28,16528
2019-03-01,9078
2019-03-02,8585
2019-03-03,6558
2019-03-04,5597
2019-03-05,12787
2019-03-06,18072
2019-03-07,15799
2019-03-08,12890
2019-03-09,8175
2019-03-10,3848
2019-03-11,9845
2019-03-12,16278
2019-03-13,12022
2019-03-14,11117
2019-03-15,9914
2019-03-16,8400
2019-03-17,7561
2019-03-18,15855
2019-03-19,21429
2019-03-20,23006
2019-03-21,27541
2019-03-22,30558
2019-03-23,12094
2019-03-24,15430
2019-03-25,13060
2019-03-26,18403
2019-03-27,21366
2019-03-28,22808
2019-03-29,29127
2019-03-30,31994
2019-03-31,24518
2019-04-01,31074
2019-04-02,22772
2019-04-03,14653
2019-04-04,16235
2019-04-05,19976
2019-04-06,21547
2019-04-07,34893
2019-04-08,26110
2019-04-09,22084
2019-04-10,26871
2019-04-11,27387
2019-04-12,19116
2019-04-13,9521
2019-04-14,13516
2019-04-15,27254
2019-04-16,30122
2019-04-17,19434
2019-04-18,31597
2019-04-19,38283
2019-04-20,28715
2019-04-21,30724
2019-04-22,36252
2019-04-23,31164
2019-04-24,24777
2019-04-25,22707
2019-04-26,19944
2019-04-27,7258
2019-04-28,10468
2019-04-29,26116
2019-04-30,31155
2019-05-01,31918
2019-05-02,23920
2019-05-03,20744
2019-05-04,11125
2019-05-05,11147
2019-05-06,21532
2019-05-07,26260
2019-05-08,15122
2019-05-09,22221
2019-05-10,21992
2019-05-11,6993
2019-05-12,20006
2019-05-13,32469
2019-05-14,33790
2019-05-15,35799
2019-05-16,28084
2019-05-17,17665
2019-05-18,24973
2019-05-19,21894
2019-05-20,20873
2019-05-21,10414
2019-05-22,28837
2019-05-23,36820
2019-05-24,34123
2019-05-25,29114
2019-05-26,30539
2019-05-27,22737
2019-05-28,23381
2019-05-29,37362
2019-05-30,25011
2019-05-31,34196
2019-06-01,38256
2019-06-02,40132
2019-06-03,27792
2019-06-04,36446
2019-06-05,38216
2019-06-06,28205
2019-06-07,29545
2019-06-08,18631
2019-06-09,44531
2019-06-10,30649
2019-06-11,26146
2019-06-12,27880
2019-06-13,36415
2019-06-14,36271
2019-06-15,27189
2019-06-16,35208
2019-06-17,41376
2019-06-18,42576
2019-06-19,31590
2019-06-20,24556
2019-06-21,36219
2019-06-22,34404
2019-06-23,37987
2019-06-24,38769
2019-06-25,38310
2019-06-26,37625
2019-06-27,41722
2019-06-28,41131
2019-06-29,30469
2019-06-30,28703
2019-07-01,36452
2019-07-02,41789
2019-07-03,42673
2019-07-04,43986
2019-07-05,39061
2019-07-06,31039
2019-07-07,31712
2019-07-08,32282
2019-07-09,38752
2019-07-10,43146
2019-07-11,27072
2019-07-12,25650
2019-07-13,17601
2019-07-14,28357
2019-07-15,29660
2019-07-16,36538
2019-07-17,38459
2019-07-18,34636
2019-07-19,31085
2019-07-20,23107
2019-07-21,37718
2019-07-22,38532
2019-07-23,38979
2019-07-24,32518
2019-07-25,27573
2019-07-26,24602
2019-07-27,17585
2019-07-28,8954
2019-07-29,37391
2019-07-30,38035
2019-07-31,31180
2019-08-01,34208
2019-08-02,28427
2019-08-03,22436
2019-08-04,41692
2019-08-05,27262
2019-08-06,26503
2019-08-07,27430
2019-08-08,35889
2019-08-09,18660
2019-08-10,25254
2019-08-11,30568
