Datetime,Temperature (°C),Precipitations (mm),Wind Speed (m/s),KennedyBrücke,NordBrücke,SüdBrücke,Estermannufer,VonSandtUfer,Rhenusallee,BrühlerStraße,WilhelmSpiritusUfer,McCloyWeg,WegDammBonnBeuel,Bonn2017
2017-01-01 18:00:00,-1.3,0.0,3.9,32.0,4,12,0,2,6.0,7,9,3,6,66
2017-01-01 19:00:00,-2.2,0.0,3.2,32.0,2,5,3,1,2.0,3,6,3,7,47
2017-01-01 20:00:00,-0.9,0.0,3.5,32.0,3,2,0,2,2.0,4,4,1,2,25
2017-01-01 21:00:00,-0.5,0.0,3.9,32.0,4,4,0,1,0.0,7,1,2,0,22
2017-01-01 22:00:00,-0.4,0.0,3.2,32.0,1,1,0,0,0.0,0,1,1,0,13
2017-01-01 23:00:00,-0.5,0.0,3.8,32.0,1,1,0,0,1.0,0,3,0,1,8
2017-01-02 00:00:00,-0.5,0.0,2.8,13.0,4,3,0,0,0.0,2,3,0,1,26
2017-01-02 01:00:00,-0.8,0.0,2.9,4.0,1,1,0,1,3.0,0,0,0,1,13
2017-01-02 02:00:00,-1.1,0.0,4.1,1.0,0,0,0,0,0.0,0,0,0,1,2
2017-01-02 03:00:00,-1.0,0.0,3.5,9.0,1,2,0,0,0.0,0,0,0,0,13
2017-01-02 04:00:00,-0.8,0.0,1.9,8.0,1,2,0,0,0.0,3,0,0,0,16
2017-01-02 05:00:00,-0.4,0.2,1.2,30.0,3,8,1,1,2.0,2,5,1,1,61
2017-01-02 06:00:00,-0.1,0.5,2.1,61.0,17,29,0,5,9.0,16,13,2,5,174
2017-01-02 07:00:00,-0.1,0.1,2.1,122.0,21,63,4,16,35.0,19,30,5,22,387
2017-01-02 08:00:00,-0.1,0.5,1.8,143.0,20,103,3,22,27.0,21,65,11,25,526
2017-01-02 09:00:00,0.1,0.4,1.8,119.0,8,57,4,16,23.0,8,43,1,20,344
2017-01-02 10:00:00,0.3,1.0,2.2,80.0,2,12,0,4,6.0,13,13,2,8,173
2017-01-02 11:00:00,0.5,0.8,2.2,78.0,5,22,1,6,3.0,10,15,3,5,160
2017-01-02 12:00:00,0.7,0.4,2.4,98.0,6,23,0,6,6.0,12,11,3,6,207
2017-01-02 13:00:00,1.1,0.1,2.1,92.0,7,17,0,9,12.0,19,12,9,12,223
2017-01-02 14:00:00,2.3,0.0,2.0,143.0,12,20,8,15,10.0,25,20,5,12,318
2017-01-02 15:00:00,1.6,0.0,2.8,173.0,15,50,5,20,40.0,25,39,11,31,462
2017-01-02 16:00:00,0.9,0.0,2.2,222.0,44,81,6,25,43.0,51,46,8,34,646
2017-01-02 17:00:00,0.3,0.0,2.2,237.0,20,75,2,22,29.0,32,84,15,32,621
2017-01-02 18:00:00,0.9,0.0,2.0,171.0,19,52,1,15,27.0,17,30,5,26,414
2017-01-02 19:00:00,0.5,0.0,1.6,137.0,8,15,0,4,6.0,12,12,3,8,246
2017-01-02 20:00:00,0.1,0.0,1.3,73.0,4,10,0,2,4.0,5,4,1,6,138
2017-01-02 21:00:00,-0.5,0.0,1.1,61.0,4,6,0,1,1.0,9,2,1,1,93
2017-01-02 22:00:00,-0.2,0.0,0.8,30.0,0,4,0,2,1.0,1,3,1,3,58
2017-01-02 23:00:00,0.4,0.0,0.8,20.0,6,4,0,0,2.0,0,1,0,0,48
2017-01-03 00:00:00,0.3,0.0,0.8,14.0,2,0,0,0,0.0,2,0,0,0,22
2017-01-03 01:00:00,0.6,0.0,1.2,4.0,0,2,0,0,1.0,0,0,0,0,13
2017-01-03 02:00:00,0.8,0.0,1.3,1.0,1,1,0,0,0.0,0,0,0,0,4
2017-01-03 03:00:00,1.0,0.6,1.9,4.0,0,0,0,0,0.0,1,0,0,0,5
2017-01-03 04:00:00,1.1,0.1,1.9,14.0,2,0,0,0,0.0,3,0,0,0,21
2017-01-03 05:00:00,1.2,0.1,2.0,26.0,6,20,0,3,6.0,2,3,2,1,79
2017-01-03 06:00:00,1.5,0.9,2.2,82.0,20,35,4,12,9.0,16,23,4,3,241
2017-01-03 07:00:00,1.6,0.1,2.6,208.0,23,92,4,18,39.0,28,44,8,26,566
2017-01-03 08:00:00,1.8,0.1,2.9,286.0,36,153,3,45,47.0,20,142,15,34,943
2017-01-03 09:00:00,2.1,0.1,2.7,165.0,11,65,3,24,28.0,14,62,12,24,487
2017-01-03 10:00:00,2.8,0.1,2.7,172.0,6,27,5,17,19.0,21,32,10,20,381
2017-01-03 11:00:00,2.8,0.0,3.7,171.0,13,35,5,18,22.0,28,36,10,35,412
2017-01-03 12:00:00,3.0,0.0,3.2,182.0,12,44,3,24,29.0,32,32,8,34,459
2017-01-03 13:00:00,3.2,0.0,3.4,235.0,16,31,7,26,30.0,40,46,13,31,535
2017-01-03 14:00:00,3.0,0.0,3.3,215.0,16,73,9,35,45.0,42,56,31,43,629
2017-01-03 15:00:00,2.7,0.2,3.1,241.0,28,75,18,49,49.0,32,60,31,34,707
2017-01-03 16:00:00,2.6,0.2,2.6,342.0,46,124,10,42,70.0,63,92,43,59,1020
2017-01-03 17:00:00,2.5,0.3,2.1,325.0,25,112,5,25,44.0,43,110,21,39,898
2017-01-03 18:00:00,2.6,0.0,2.5,287.0,16,78,4,29,30.0,17,79,20,28,697
2017-01-03 19:00:00,3.0,0.0,2.5,180.0,13,24,1,7,15.0,19,27,4,11,359
2017-01-03 20:00:00,3.2,0.2,3.1,132.0,5,14,0,5,7.0,11,16,4,6,230
2017-01-03 21:00:00,3.3,0.5,3.5,78.0,5,8,0,3,3.0,4,9,5,2,133
2017-01-03 22:00:00,3.2,0.4,3.7,58.0,4,6,0,1,0.0,5,4,1,0,88
2017-01-03 23:00:00,3.3,0.4,3.9,38.0,1,1,0,5,2.0,0,1,1,1,53
2017-01-04 00:00:00,3.2,0.5,4.9,22.0,0,2,2,0,1.0,2,0,1,0,33
2017-01-04 01:00:00,3.0,0.3,4.3,8.0,2,2,0,0,0.0,2,0,0,0,20
2017-01-04 02:00:00,3.1,0.0,3.6,10.0,2,1,1,0,0.0,1,0,0,0,19
2017-01-04 03:00:00,3.1,0.0,4.4,4.0,0,1,0,0,0.0,0,0,0,0,6
2017-01-04 04:00:00,3.5,0.4,5.0,11.0,2,3,0,0,0.0,3,1,0,0,22
2017-01-04 05:00:00,3.6,1.3,5.5,24.0,6,19,0,2,4.0,3,6,2,2,75
2017-01-04 06:00:00,3.5,2.0,5.5,90.0,16,41,5,14,10.0,19,18,8,2,260
2017-01-04 07:00:00,3.7,0.2,5.3,222.0,29,92,12,23,45.0,27,60,15,37,639
2017-01-04 08:00:00,3.4,0.0,5.5,243.0,23,139,4,39,51.0,24,124,17,35,839
2017-01-04 09:00:00,3.0,0.0,5.5,169.0,10,69,2,28,32.0,16,69,12,21,505
2017-01-04 10:00:00,3.9,0.0,5.3,117.0,5,16,1,15,9.0,14,23,4,11,258
2017-01-04 11:00:00,4.4,0.0,5.2,141.0,8,17,7,11,11.0,22,17,8,10,282
2017-01-04 12:00:00,4.4,0.0,5.8,143.0,14,26,1,10,9.0,23,30,11,9,324
2017-01-04 13:00:00,4.6,0.3,5.6,171.0,13,20,1,12,18.0,21,26,11,17,352
2017-01-04 14:00:00,2.4,0.5,5.8,146.0,15,34,1,22,13.0,23,32,10,17,356
2017-01-04 15:00:00,3.0,0.0,3.7,174.0,26,66,6,21,36.0,38,44,16,27,519
2017-01-04 16:00:00,2.8,2.7,3.9,298.0,32,96,14,43,57.0,37,67,27,40,833
2017-01-04 17:00:00,3.4,0.0,4.6,285.0,19,121,8,35,42.0,17,112,20,32,818
2017-01-04 18:00:00,2.4,0.0,5.7,240.0,18,76,2,13,27.0,15,64,7,28,592
2017-01-04 19:00:00,2.3,0.0,4.2,189.0,11,34,1,14,13.0,11,40,8,7,376
2017-01-04 20:00:00,2.5,0.0,3.1,108.0,3,16,0,5,8.0,7,12,1,9,197
2017-01-04 21:00:00,2.1,0.0,2.5,69.0,2,7,0,4,4.0,5,7,0,9,123
2017-01-04 22:00:00,1.6,0.0,2.3,66.0,2,9,0,5,2.0,1,7,3,7,109
2017-01-04 23:00:00,1.1,1.1,1.8,48.0,0,4,0,0,1.0,4,3,0,2,75
2017-01-05 00:00:00,0.7,0.0,2.0,18.0,2,2,0,1,1.0,2,4,0,0,32
2017-01-05 01:00:00,0.5,0.0,2.3,8.0,9,1,0,0,0.0,1,0,0,0,21
2017-01-05 02:00:00,0.1,0.0,1.5,2.0,1,2,0,0,2.0,1,0,0,2,12
2017-01-05 03:00:00,-0.5,0.0,2.1,5.0,1,0,0,0,0.0,1,0,0,0,7
2017-01-05 04:00:00,0.0,0.0,2.2,13.0,1,2,0,0,0.0,3,0,0,0,21
2017-01-05 05:00:00,0.0,0.0,2.0,36.0,5,13,1,2,3.0,1,5,1,2,79
2017-01-05 06:00:00,-0.2,0.0,2.1,108.0,31,43,8,6,13.0,21,24,5,6,307
2017-01-05 07:00:00,-1.0,0.0,2.0,268.0,37,115,11,28,46.0,38,76,21,33,777
2017-01-05 08:00:00,-2.0,0.0,1.7,385.0,38,217,15,71,81.0,38,186,25,57,1303
2017-01-05 09:00:00,-0.5,0.0,2.0,239.0,10,88,7,34,48.0,32,79,16,33,681
2017-01-05 10:00:00,0.4,0.0,2.6,169.0,16,39,6,27,18.0,24,45,9,20,425
2017-01-05 11:00:00,0.7,0.0,3.1,198.0,13,48,4,28,37.0,13,34,14,41,472
2017-01-05 12:00:00,0.7,0.0,4.1,210.0,24,47,13,24,43.0,25,67,20,35,569
2017-01-05 13:00:00,0.9,0.0,4.1,278.0,18,48,13,35,45.0,27,83,16,46,677
2017-01-05 14:00:00,0.5,0.1,4.1,284.0,22,75,14,26,55.0,31,46,31,51,695
2017-01-05 15:00:00,0.1,0.0,3.9,350.0,40,79,15,43,69.0,29,79,34,61,919
2017-01-05 16:00:00,-1.0,0.0,3.4,416.0,45,134,12,34,104.0,66,114,22,81,1172
2017-01-05 17:00:00,-1.6,0.0,3.2,391.0,51,164,14,32,69.0,35,167,17,76,1206
2017-01-05 18:00:00,-2.4,0.0,2.3,350.0,33,111,7,30,44.0,32,91,19,31,878
2017-01-05 19:00:00,-3.5,0.0,1.4,209.0,11,47,6,15,22.0,15,41,12,19,476
2017-01-05 20:00:00,-3.2,0.0,1.4,132.0,4,14,0,7,10.0,10,15,5,9,248
2017-01-05 21:00:00,-4.0,0.0,2.0,66.0,7,13,0,4,3.0,9,10,4,5,147
2017-01-05 22:00:00,-5.4,0.0,1.1,87.0,3,18,0,4,5.0,9,4,4,3,169
2017-01-05 23:00:00,-6.1,0.0,0.6,295.0,0,0,0,2,0.0,1,3,1,1,314
2017-01-06 00:00:00,-6.1,0.0,0.8,372.0,0,1,0,1,1.0,2,4,0,1,388
2017-01-06 01:00:00,-6.9,0.0,1.7,25.0,0,1,0,0,1.0,0,0,0,0,29
2017-01-06 02:00:00,-7.2,0.0,1.4,2.0,0,1,0,1,0.0,2,2,0,0,10
2017-01-06 03:00:00,-6.5,0.0,2.3,5.0,0,1,0,0,1.0,0,0,0,0,9
2017-01-06 04:00:00,-7.2,0.0,2.1,240.0,2,2,0,0,0.0,3,0,0,0,248
2017-01-06 05:00:00,-7.7,0.0,1.9,230.0,6,13,0,1,2.0,2,4,0,1,268
2017-01-06 06:00:00,-8.3,0.0,1.4,127.0,18,41,4,5,13.0,20,22,6,7,292
2017-01-06 07:00:00,-8.0,0.0,2.2,972.0,19,95,15,21,40.0,29,62,12,30,1380
2017-01-06 08:00:00,-8.2,0.0,2.1,393.0,31,159,11,55,52.0,32,130,19,40,1073
2017-01-06 09:00:00,-6.3,0.0,2.2,386.0,11,77,7,35,27.0,23,65,10,30,768
2017-01-06 10:00:00,-4.8,0.0,1.4,590.0,8,25,4,18,20.0,17,39,8,11,791
2017-01-06 11:00:00,-3.0,0.0,1.7,263.0,10,20,8,12,18.0,31,32,12,15,473
2017-01-06 12:00:00,-2.5,0.0,2.6,222.0,19,42,4,20,31.0,29,45,9,30,521
2017-01-06 13:00:00,-1.9,0.0,2.4,357.0,16,55,7,33,32.0,28,57,8,32,707
2017-01-06 14:00:00,-1.9,0.0,2.2,285.0,29,81,13,27,47.0,44,82,25,55,780
2017-01-06 15:00:00,-2.7,0.0,3.1,318.0,40,104,11,50,76.0,40,89,24,67,932
2017-01-06 16:00:00,-4.3,0.0,2.7,336.0,37,117,12,41,72.0,40,117,30,55,985
2017-01-06 17:00:00,-5.7,0.2,2.1,617.0,24,78,11,25,45.0,29,80,11,42,1089
2017-01-06 18:00:00,-4.9,0.0,2.9,260.0,15,52,5,21,28.0,12,69,9,28,581
2017-01-06 19:00:00,-4.7,0.0,3.3,179.0,6,32,2,14,12.0,18,23,2,6,360
2017-01-06 20:00:00,-5.8,0.0,2.6,127.0,5,8,0,5,5.0,17,11,4,3,212
2017-01-06 21:00:00,-6.3,0.0,2.4,160.0,0,9,0,5,0.0,7,6,4,9,217
2017-01-06 22:00:00,-6.2,0.0,1.8,68.0,3,4,0,1,1.0,3,3,0,4,108
2017-01-06 23:00:00,-6.8,0.0,1.5,721.0,1,7,0,1,4.0,4,5,1,2,759
2017-01-07 00:00:00,-7.6,0.0,1.5,28.0,0,5,0,0,1.0,4,3,0,1,51
2017-01-07 01:00:00,-6.4,0.0,1.7,23.0,7,4,0,1,1.0,3,4,0,2,48
2017-01-07 02:00:00,-7.3,0.0,1.6,15.0,1,0,2,0,0.0,2,0,0,0,26
2017-01-07 03:00:00,-6.3,0.0,1.6,11.0,0,5,0,0,0.0,0,0,0,1,19
2017-01-07 04:00:00,-5.6,0.0,1.5,5.0,2,1,0,0,1.0,6,2,0,0,19
2017-01-07 05:00:00,-5.4,0.0,1.4,707.0,0,2,0,0,0.0,3,1,0,0,715
2017-01-07 06:00:00,-4.7,0.0,2.6,162.0,2,5,0,1,1.0,3,0,1,0,176
2017-01-07 07:00:00,-4.9,0.0,2.4,20.0,0,2,0,1,0.0,5,2,3,0,34
2017-01-07 08:00:00,-4.3,0.0,3.1,466.0,6,8,1,4,6.0,10,6,2,3,519
2017-01-07 09:00:00,-4.0,0.0,2.6,93.0,9,8,4,10,6.0,13,21,2,10,205
2017-01-07 10:00:00,-3.4,0.0,3.5,110.0,16,11,3,8,11.0,21,21,8,16,253
2017-01-07 11:00:00,-3.1,0.0,3.4,138.0,14,18,2,9,16.0,30,36,4,26,337
2017-01-07 12:00:00,-2.5,0.0,3.0,516.0,11,24,1,13,13.0,27,19,12,19,697
2017-01-07 13:00:00,-2.1,0.0,3.1,173.0,16,29,5,21,14.0,19,29,14,17,380
2017-01-07 14:00:00,-1.6,0.0,2.9,198.0,13,28,3,13,14.0,21,27,4,17,380
2017-01-07 15:00:00,-2.0,0.0,2.8,191.0,17,30,4,15,16.0,22,22,12,17,386
2017-01-07 16:00:00,-2.3,0.0,3.5,121.0,3,17,3,8,7.0,9,20,7,9,236
2017-01-07 17:00:00,-2.1,0.1,3.4,76.0,6,8,1,3,1.0,3,6,0,0,117
2017-01-07 18:00:00,-2.0,0.2,3.8,43.0,0,2,0,0,0.0,6,1,0,1,63
2017-01-07 19:00:00,-1.6,0.2,3.3,46.0,6,1,0,0,0.0,1,1,0,1,65
2017-01-07 20:00:00,-1.2,0.3,2.6,17.0,1,8,0,0,1.0,1,1,0,0,30
2017-01-07 21:00:00,-1.0,0.3,2.2,8.0,2,1,0,0,0.0,1,0,0,0,18
2017-01-07 22:00:00,-0.8,0.0,1.1,5.0,0,1,0,0,0.0,0,0,0,0,8
2017-01-07 23:00:00,-0.5,0.1,0.9,10.0,0,1,0,0,0.0,2,2,0,0,17
2017-01-08 00:00:00,-0.2,0.1,0.3,5.0,0,0,0,0,0.0,1,1,0,0,7
2017-01-08 01:00:00,-0.1,1.0,0.0,23.0,1,0,0,0,0.0,0,0,0,0,24
2017-01-08 02:00:00,0.0,0.2,1.1,1.0,0,1,0,0,2.0,0,0,0,0,4
2017-01-08 03:00:00,0.2,0.0,1.2,3.0,0,0,0,0,0.0,0,0,0,0,4
2017-01-08 04:00:00,0.2,0.0,0.6,2.0,0,0,0,0,0.0,0,0,0,0,5
2017-01-08 05:00:00,0.4,0.1,1.2,5.0,0,3,0,0,1.0,0,0,0,0,9
2017-01-08 06:00:00,0.6,0.0,1.7,4.0,0,0,0,0,0.0,0,0,0,0,4
2017-01-08 07:00:00,0.8,0.0,1.9,8.0,1,3,0,1,0.0,1,1,0,0,19
2017-01-08 08:00:00,1.0,0.1,1.5,13.0,1,3,0,2,1.0,3,2,1,0,28
2017-01-08 09:00:00,1.2,0.2,1.3,17.0,1,7,3,3,0.0,8,4,1,0,55
2017-01-08 10:00:00,1.6,0.0,1.4,43.0,4,10,0,4,6.0,7,8,2,5,104
2017-01-08 11:00:00,1.7,0.0,1.4,56.0,5,19,2,9,9.0,5,12,2,7,141
2017-01-08 12:00:00,2.2,0.0,0.7,60.0,11,13,2,14,11.0,11,25,4,10,182
2017-01-08 13:00:00,2.6,0.0,0.6,65.0,10,20,2,9,9.0,16,18,9,6,189
2017-01-08 14:00:00,2.7,0.0,1.3,101.0,9,18,4,16,14.0,4,26,6,14,222
2017-01-08 15:00:00,2.7,0.0,0.8,98.0,21,17,3,21,25.0,22,35,19,25,313
2017-01-08 16:00:00,2.1,0.0,0.4,100.0,18,33,9,15,18.0,8,30,21,17,303
2017-01-08 17:00:00,1.9,0.0,0.6,97.0,9,19,7,9,14.0,8,27,4,15,234
2017-01-08 18:00:00,1.6,0.0,0.3,95.0,2,9,0,4,6.0,9,9,1,3,161
2017-01-08 19:00:00,1.3,0.0,0.1,68.0,7,2,5,0,2.0,5,4,0,6,114
2017-01-08 20:00:00,1.5,0.0,0.9,56.0,3,4,1,2,1.0,9,4,1,3,95
2017-01-08 21:00:00,1.7,0.0,1.1,57.0,2,3,0,5,0.0,4,2,2,2,88
2017-01-08 22:00:00,1.6,0.0,1.2,47.0,0,2,0,3,0.0,7,5,1,0,67
2017-01-08 23:00:00,1.6,0.0,1.0,24.0,0,0,0,0,1.0,3,0,0,0,33
2017-01-09 00:00:00,1.6,0.0,1.1,4.0,0,1,0,0,1.0,1,1,0,0,12
2017-01-09 01:00:00,1.5,0.0,1.7,2.0,0,0,0,0,0.0,0,0,0,0,3
2017-01-09 02:00:00,1.3,0.0,1.4,3.0,0,0,0,0,0.0,0,0,0,0,4
2017-01-09 03:00:00,1.4,0.0,1.9,4.0,0,0,1,0,0.0,0,0,0,0,5
2017-01-09 04:00:00,1.2,0.0,1.5,11.0,2,1,0,0,0.0,3,0,0,0,21
2017-01-09 05:00:00,1.4,0.0,2.3,40.0,12,14,1,2,3.0,5,4,3,1,96
2017-01-09 06:00:00,1.3,0.0,1.6,142.0,34,63,6,16,18.0,23,32,15,8,400
2017-01-09 07:00:00,1.7,0.0,2.4,463.0,67,191,34,67,79.0,58,120,46,90,1376
2017-01-09 08:00:00,1.5,0.0,2.3,608.0,53,352,21,128,127.0,53,262,39,92,2025
2017-01-09 09:00:00,1.6,0.0,3.1,311.0,21,126,8,46,54.0,36,110,22,39,912
2017-01-09 10:00:00,2.5,0.0,3.1,201.0,9,42,9,24,24.0,42,40,13,17,481
2017-01-09 11:00:00,2.7,0.0,2.0,210.0,23,38,6,25,23.0,22,46,16,28,502
2017-01-09 12:00:00,3.3,0.0,2.6,239.0,15,49,13,23,22.0,29,56,7,21,548
2017-01-09 13:00:00,4.1,0.0,2.6,291.0,25,75,7,32,45.0,46,59,21,44,741
2017-01-09 14:00:00,3.6,0.0,2.8,314.0,21,74,10,30,34.0,40,57,19,51,745
2017-01-09 15:00:00,4.2,0.0,2.7,335.0,40,100,16,44,44.0,56,75,22,47,892
2017-01-09 16:00:00,3.5,0.0,3.6,473.0,60,165,33,58,95.0,76,111,31,74,1346
2017-01-09 17:00:00,3.5,0.0,3.8,501.0,59,231,25,62,100.0,41,192,32,94,1555
2017-01-09 18:00:00,3.3,0.0,3.9,417.0,41,159,13,47,58.0,38,120,24,45,1164
2017-01-09 19:00:00,3.4,0.0,4.1,275.0,18,64,4,20,22.0,21,62,9,26,616
2017-01-09 20:00:00,3.2,0.0,4.6,143.0,6,32,3,5,12.0,18,19,3,15,318
2017-01-09 21:00:00,3.3,0.0,3.7,95.0,8,10,0,1,6.0,12,7,4,9,172
2017-01-09 22:00:00,3.1,0.0,3.6,70.0,1,5,1,2,0.0,8,6,3,0,120
2017-01-09 23:00:00,3.1,0.0,4.0,41.0,1,3,0,2,1.0,4,4,0,1,66
2017-01-10 00:00:00,2.6,0.0,3.5,16.0,0,1,0,0,0.0,1,0,0,0,23
2017-01-10 01:00:00,2.9,0.0,3.5,7.0,0,2,0,0,0.0,0,0,0,0,10
2017-01-10 02:00:00,2.3,0.0,5.4,1.0,0,0,0,0,0.0,0,0,0,0,1
2017-01-10 03:00:00,1.9,0.0,6.9,3.0,0,0,0,0,0.0,1,0,0,0,4
2017-01-10 04:00:00,1.8,0.0,6.4,9.0,2,0,0,0,0.0,2,1,0,0,18
2017-01-10 05:00:00,1.7,0.0,4.7,25.0,8,18,1,3,1.0,2,4,2,1,72
2017-01-10 06:00:00,1.5,0.0,4.5,115.0,15,49,2,7,12.0,14,21,4,8,285
2017-01-10 07:00:00,1.2,0.0,4.6,419.0,58,162,29,31,62.0,54,106,25,74,1139
2017-01-10 08:00:00,1.4,0.0,5.0,549.0,54,279,15,108,95.0,54,236,31,83,1782
2017-01-10 09:00:00,1.5,0.0,4.6,277.0,23,102,9,40,50.0,46,101,15,50,849
2017-01-10 10:00:00,2.1,0.0,2.6,217.0,13,37,3,17,18.0,44,33,8,21,482
2017-01-10 11:00:00,2.3,0.0,1.1,140.0,13,38,7,19,16.0,28,34,7,20,381
2017-01-10 12:00:00,2.9,0.0,1.2,218.0,19,42,6,35,15.0,22,49,9,21,516
2017-01-10 13:00:00,3.2,0.0,1.3,293.0,21,61,6,30,27.0,42,66,13,39,691
2017-01-10 14:00:00,2.6,0.0,2.2,306.0,23,67,6,25,55.0,53,67,12,57,758
2017-01-10 15:00:00,2.2,0.0,2.4,315.0,27,86,15,59,44.0,38,64,25,51,837
2017-01-10 16:00:00,2.0,0.0,2.0,430.0,50,139,23,38,84.0,77,100,23,67,1182
2017-01-10 17:00:00,1.5,0.0,2.1,532.0,54,201,19,69,80.0,45,163,31,83,1474
2017-01-10 18:00:00,1.3,0.0,1.2,432.0,33,140,10,35,67.0,37,141,23,57,1178
2017-01-10 19:00:00,1.1,0.0,1.2,330.0,15,64,2,23,32.0,21,48,10,41,694
2017-01-10 20:00:00,1.1,0.0,1.5,187.0,12,28,1,10,11.0,16,21,8,17,386
2017-01-10 21:00:00,1.4,0.0,1.7,124.0,6,15,1,2,10.0,12,10,3,10,216
2017-01-10 22:00:00,1.2,0.0,2.2,111.0,5,20,0,3,7.0,6,10,1,6,200
2017-01-10 23:00:00,1.6,0.0,2.0,49.0,4,4,0,0,1.0,8,6,0,1,86
2017-01-11 00:00:00,1.8,0.0,2.3,11.0,1,2,0,0,0.0,5,1,0,0,29
2017-01-11 01:00:00,1.6,0.0,1.9,11.0,0,1,0,0,2.0,0,1,0,2,19
2017-01-11 02:00:00,2.2,0.0,2.2,1.0,0,1,1,0,0.0,0,0,0,0,4
2017-01-11 03:00:00,2.6,0.0,3.8,5.0,0,0,0,0,0.0,2,0,0,0,8
2017-01-11 04:00:00,2.4,0.0,4.5,15.0,4,3,0,0,0.0,3,1,0,0,32
2017-01-11 05:00:00,2.5,0.0,4.1,35.0,10,19,1,2,4.0,3,15,1,3,100
2017-01-11 06:00:00,2.8,0.0,4.6,131.0,28,65,7,11,12.0,29,32,7,7,384
2017-01-11 07:00:00,3.1,0.0,4.8,502.0,69,200,25,68,78.0,62,128,38,85,1400
2017-01-11 08:00:00,3.7,0.0,4.6,606.0,63,326,20,124,115.0,60,272,31,93,1940
2017-01-11 09:00:00,3.9,0.0,5.1,328.0,28,128,8,44,55.0,40,107,28,46,909
2017-01-11 10:00:00,4.4,0.0,6.6,203.0,7,30,5,23,31.0,46,44,19,26,518
2017-01-11 11:00:00,5.0,0.0,6.7,215.0,13,37,6,30,27.0,31,37,27,25,516
2017-01-11 12:00:00,5.4,0.0,5.1,268.0,27,57,4,36,26.0,28,62,20,29,652
2017-01-11 13:00:00,5.9,0.0,3.6,250.0,14,54,12,23,30.0,26,50,17,28,594
2017-01-11 14:00:00,6.0,0.0,3.4,214.0,18,58,4,20,12.0,30,44,14,11,490
2017-01-11 15:00:00,7.0,0.0,4.9,252.0,19,96,6,32,31.0,50,51,12,26,668
2017-01-11 16:00:00,7.0,0.1,4.6,431.0,49,163,17,51,71.0,67,96,23,54,1155
2017-01-11 17:00:00,3.8,1.4,5.1,426.0,42,180,14,62,66.0,44,136,36,57,1236
2017-01-11 18:00:00,4.7,0.1,5.0,406.0,38,171,12,36,53.0,22,158,18,52,1138
2017-01-11 19:00:00,5.6,0.3,5.4,292.0,13,69,3,18,28.0,22,60,12,23,638
2017-01-11 20:00:00,5.5,0.0,5.9,178.0,14,39,2,12,7.0,18,29,6,17,365
2017-01-11 21:00:00,5.1,0.1,5.9,133.0,9,12,4,6,7.0,8,16,5,6,228
2017-01-11 22:00:00,4.6,0.0,5.1,95.0,2,16,0,2,3.0,7,11,6,2,169
2017-01-11 23:00:00,5.0,0.2,5.0,57.0,2,2,0,0,2.0,5,1,0,2,79
2017-01-12 00:00:00,4.5,0.0,5.3,21.0,2,1,0,0,1.0,4,3,0,2,40
2017-01-12 01:00:00,4.0,0.0,4.6,7.0,0,3,0,0,0.0,2,0,0,0,13
2017-01-12 02:00:00,4.1,0.0,5.0,5.0,0,0,0,0,0.0,0,0,0,0,6
