Datetime,Temperature (°C)
2016-03-14,4.075
2016-03-15,3.6958333333333333
2016-03-16,4.391666666666667
2016-03-17,4.904166666666667
2016-03-18,2.466666666666667
2016-03-19,4.575
2016-03-20,5.379166666666666
2016-03-21,6.466666666666666
2016-03-22,7.133333333333333
2016-03-23,7.058333333333334
2016-03-24,6.804166666666667
2016-03-25,6.595833333333334
2016-03-26,9.679166666666667
2016-03-27,9.9375
2016-03-28,8.304166666666667
2016-03-29,8.404166666666667
2016-03-30,9.25
2016-03-31,5.820833333333333
2016-04-01,7.591666666666666
2016-04-02,10.075000000000001
2016-04-03,14.866666666666667
2016-04-04,14.112499999999999
2016-04-05,10.816666666666668
2016-04-06,10.504166666666666
2016-04-07,7.683333333333334
2016-04-08,6.866666666666667
2016-04-09,9.049999999999999
2016-04-10,12.025
2016-04-11,12.616666666666667
2016-04-12,12.129166666666668
2016-04-13,8.633333333333333
2016-04-14,11.487499999999999
2016-04-15,12.720833333333333
2016-04-16,10.700000000000001
2016-04-17,7.008333333333333
2016-04-18,7.916666666666667
2016-04-19,9.674999999999999
2016-04-20,8.845833333333333
2016-04-21,12.779166666666667
2016-04-22,12.041666666666666
2016-04-23,6.3999999999999995
2016-04-24,3.5124999999999997
2016-04-25,3.766666666666667
2016-04-26,3.595833333333333
2016-04-27,4.779166666666667
2016-04-28,5.895833333333333
2016-04-29,8.445833333333333
2016-04-30,7.595833333333334
2016-05-01,9.174999999999999
2016-05-02,12.529166666666667
2016-05-03,10.591666666666667
2016-05-04,9.441666666666666
2016-05-05,12.733333333333334
2016-05-06,16.5
2016-05-07,18.724999999999998
2016-05-08,18.787499999999998
2016-05-09,19.099999999999998
2016-05-10,17.575
2016-05-11,18.379166666666666
2016-05-12,17.675
2016-05-13,16.566666666666666
2016-05-14,9.608333333333333
2016-05-15,8.4625
2016-05-16,8.858333333333333
2016-05-17,12.65
2016-05-18,14.3375
2016-05-19,13.508333333333333
2016-05-20,14.316666666666668
2016-05-21,17.866666666666667
2016-05-22,17.779166666666665
2016-05-23,11.820833333333333
2016-05-24,10.424999999999999
2016-05-25,12.225
2016-05-26,16.212500000000002
2016-05-27,17.133333333333333
2016-05-28,17.429166666666667
2016-05-29,18.337500000000002
2016-05-30,16.875
2016-05-31,16.629166666666666
2016-06-01,15.341666666666667
2016-06-02,17.791666666666668
2016-06-03,17.375
2016-06-04,17.366666666666667
2016-06-05,18.912499999999998
2016-06-06,20.099999999999998
2016-06-07,20.5625
2016-06-08,18.783333333333335
2016-06-09,15.737499999999999
2016-06-10,16.041666666666668
2016-06-11,17.5125
2016-06-12,16.391666666666666
2016-06-13,15.858333333333334
2016-06-14,15.295833333333334
2016-06-15,14.379166666666668
2016-06-16,13.929166666666667
2016-06-17,14.354166666666666
2016-06-18,14.354166666666666
2016-06-19,13.387500000000001
2016-06-20,15.520833333333334
2016-06-21,18.308333333333334
2016-06-22,20.8625
2016-06-23,25.683333333333334
2016-06-24,21.587500000000002
2016-06-25,15.566666666666668
2016-06-26,14.920833333333334
2016-06-27,14.966666666666667
2016-06-28,17.916666666666668
2016-06-29,18.775000000000002
2016-06-30,18.275000000000002
2016-07-01,19.3625
2016-07-02,14.6875
2016-07-03,15.258333333333333
2016-07-04,17.037499999999998
2016-07-05,17.945833333333333
2016-07-06,15.733333333333334
2016-07-07,17.820833333333333
2016-07-08,20.212500000000002
2016-07-09,20.4875
2016-07-10,24.037499999999998
2016-07-11,20.795833333333334
2016-07-12,17.779166666666665
2016-07-13,14.520833333333334
2016-07-14,14.204166666666666
2016-07-15,15.404166666666667
2016-07-16,17.779166666666665
2016-07-17,21.008333333333333
2016-07-18,21.724999999999998
2016-07-19,23.083333333333332
2016-07-20,25.95
2016-07-21,22.379166666666666
2016-07-22,22.120833333333334
2016-07-23,19.775000000000002
2016-07-24,21.441666666666666
2016-07-25,21.929166666666664
2016-07-26,18.712500000000002
2016-07-27,18.9875
2016-07-28,18.766666666666666
2016-07-29,18.6125
2016-07-30,19.258333333333333
2016-07-31,16.6375
2016-08-01,17.075
2016-08-02,16.066666666666666
2016-08-03,18.445833333333333
2016-08-04,17.695833333333333
2016-08-05,16.841666666666665
2016-08-06,17.849999999999998
2016-08-07,20.2375
2016-08-08,18.420833333333334
2016-08-09,14.737499999999999
2016-08-10,12.004166666666668
2016-08-11,12.1875
2016-08-12,17.583333333333332
2016-08-13,20.2375
2016-08-14,18.537499999999998
2016-08-15,17.55
2016-08-16,17.75
2016-08-17,18.154166666666665
2016-08-18,19.066666666666666
2016-08-19,19.7625
2016-08-20,18.912499999999998
2016-08-21,16.57916666666667
2016-08-22,17.400000000000002
2016-08-23,21.220833333333335
2016-08-24,23.325
2016-08-25,24.795833333333334
2016-08-26,25.495833333333334
2016-08-27,26.079166666666666
2016-08-28,23.84166666666667
2016-08-29,17.837500000000002
2016-08-30,16.766666666666666
2016-08-31,18.670833333333334
2016-09-01,18.804166666666667
2016-09-02,19.7375
2016-09-03,19.341666666666665
2016-09-04,18.129166666666666
2016-09-05,16.895833333333332
2016-09-06,17.945833333333333
2016-09-07,19.104166666666668
2016-09-08,21.758333333333336
2016-09-09,18.0
2016-09-10,19.391666666666666
2016-09-11,19.675
2016-09-12,21.704166666666666
2016-09-13,23.691666666666666
2016-09-14,23.866666666666664
2016-09-15,22.375
2016-09-16,17.991666666666667
2016-09-17,16.525000000000002
2016-09-18,16.545833333333334
2016-09-19,14.783333333333333
2016-09-20,14.362499999999999
2016-09-21,14.6
2016-09-22,13.65
2016-09-23,15.3375
2016-09-24,15.975
2016-09-25,17.95
2016-09-26,15.091666666666667
2016-09-27,15.637500000000001
2016-09-28,17.420833333333334
2016-09-29,18.829166666666666
2016-09-30,15.154166666666667
2016-10-01,13.329166666666666
2016-10-02,12.387500000000001
2016-10-03,12.666666666666666
2016-10-04,10.266666666666667
2016-10-05,8.483333333333333
2016-10-06,7.104166666666667
2016-10-07,10.220833333333333
2016-10-08,8.695833333333333
2016-10-09,7.470833333333334
2016-10-10,7.741666666666667
2016-10-11,6.4875
2016-10-12,7.875
2016-10-13,7.495833333333334
2016-10-14,9.579166666666667
2016-10-15,11.616666666666667
2016-10-16,11.549999999999999
2016-10-17,12.666666666666666
2016-10-18,11.458333333333334
2016-10-19,8.316666666666666
2016-10-20,7.245833333333334
2016-10-21,6.916666666666667
2016-10-22,7.1875
2016-10-23,5.679166666666667
2016-10-24,9.416666666666666
2016-10-25,9.8375
2016-10-26,8.666666666666666
2016-10-27,10.3375
2016-10-28,11.4625
2016-10-29,10.5375
2016-10-30,8.329166666666667
2016-10-31,9.1
2016-11-01,9.137500000000001
2016-11-02,7.375
2016-11-03,6.891666666666667
2016-11-04,5.741666666666667
2016-11-05,7.145833333333333
2016-11-06,5.608333333333333
2016-11-07,3.670833333333333
2016-11-08,2.1083333333333334
2016-11-09,2.7624999999999997
2016-11-10,4.354166666666667
2016-11-11,3.720833333333333
2016-11-12,1.9791666666666667
2016-11-13,2.0833333333333335
2016-11-14,1.2458333333333333
2016-11-15,5.483333333333333
2016-11-16,9.904166666666667
2016-11-17,10.4625
2016-11-18,8.266666666666667
2016-11-19,5.9125000000000005
2016-11-20,9.8375
2016-11-21,13.049999999999999
2016-11-22,10.9125
2016-11-23,9.545833333333333
2016-11-24,10.1
2016-11-25,5.604166666666667
2016-11-26,6.583333333333333
2016-11-27,3.920833333333333
2016-11-28,-0.8541666666666666
2016-11-29,-2.3041666666666667
2016-11-30,-0.3374999999999999
2016-12-01,5.016666666666667
2016-12-02,5.120833333333334
2016-12-03,-2.0208333333333335
2016-12-04,-1.3583333333333334
2016-12-05,-0.5208333333333334
2016-12-06,-1.6541666666666668
2016-12-07,0.7458333333333335
2016-12-08,3.591666666666667
2016-12-09,7.7749999999999995
2016-12-10,7.529166666666666
2016-12-11,8.029166666666667
2016-12-12,6.870833333333334
2016-12-13,5.133333333333334
2016-12-14,6.729166666666667
2016-12-15,6.6875
2016-12-16,3.591666666666667
2016-12-17,3.829166666666667
2016-12-18,5.158333333333333
2016-12-19,3.5500000000000003
2016-12-20,1.7541666666666667
2016-12-21,1.1416666666666666
2016-12-22,3.775
2016-12-23,4.116666666666666
2016-12-24,7.366666666666667
2016-12-25,9.075000000000001
2016-12-26,7.375
2016-12-27,4.258333333333334
2016-12-28,3.35
2016-12-29,0.9750000000000001
2016-12-30,-0.8958333333333334
2016-12-31,-4.016666666666667
2017-01-01,-2.9958333333333336
2017-01-02,0.1708333333333333
2017-01-03,2.216666666666667
2017-01-04,3.0833333333333335
2017-01-05,-1.1166666666666667
2017-01-06,-5.579166666666667
2017-01-07,-3.4458333333333333
2017-01-08,1.2875
2017-01-09,2.5541666666666667
2017-01-10,1.8875
2017-01-11,4.233333333333333
2017-01-12,4.45
2017-01-13,1.2666666666666666
2017-01-14,1.4041666666666668
2017-01-15,0.7166666666666667
2017-01-16,-0.7541666666666668
2017-01-17,-5.404166666666666
2017-01-18,-5.641666666666667
2017-01-19,-4.083333333333333
2017-01-20,-2.341666666666667
2017-01-21,-1.1624999999999999
2017-01-22,-3.4958333333333336
2017-01-23,-3.783333333333333
2017-01-24,-0.9791666666666666
2017-01-25,-1.8
2017-01-26,-1.425
2017-01-27,-0.25833333333333336
2017-01-28,3.025
2017-01-29,4.2375
2017-01-30,5.429166666666667
2017-01-31,1.8666666666666665
2017-02-01,2.845833333333333
2017-02-02,6.491666666666667
2017-02-03,8.1625
2017-02-04,5.604166666666667
2017-02-05,5.266666666666667
2017-02-06,2.5833333333333335
2017-02-07,4.05
2017-02-08,2.904166666666667
2017-02-09,0.48750000000000004
2017-02-10,-0.13333333333333333
2017-02-11,1.1291666666666667
2017-02-12,3.1666666666666665
2017-02-13,3.4333333333333336
2017-02-14,4.4375
2017-02-15,7.016666666666667
2017-02-16,7.7
2017-02-17,6.175
2017-02-18,5.708333333333333
2017-02-19,5.175
2017-02-20,8.487499999999999
2017-02-21,9.549999999999999
2017-02-22,10.358333333333333
2017-02-23,9.054166666666667
2017-02-24,4.5375
2017-02-25,4.3374999999999995
2017-02-26,8.954166666666667
2017-02-27,10.091666666666667
2017-02-28,5.3374999999999995
2017-03-01,6.058333333333334
2017-03-02,7.408333333333334
2017-03-03,7.216666666666666
2017-03-04,10.383333333333333
2017-03-05,6.895833333333333
2017-03-06,5.133333333333334
2017-03-07,5.316666666666666
2017-03-08,5.495833333333334
2017-03-09,9.375
2017-03-10,6.845833333333334
2017-03-11,8.0625
2017-03-12,8.354166666666666
2017-03-13,8.570833333333333
2017-03-14,10.041666666666666
2017-03-15,10.270833333333334
2017-03-16,10.333333333333334
2017-03-17,9.445833333333333
2017-03-18,8.991666666666667
2017-03-19,11.541666666666666
2017-03-20,11.25
2017-03-21,8.770833333333334
2017-03-22,5.583333333333333
2017-03-23,9.0625
2017-03-24,9.008333333333333
2017-03-25,9.716666666666667
2017-03-26,9.666666666666666
2017-03-27,10.429166666666667
2017-03-28,13.5875
2017-03-29,13.208333333333334
2017-03-30,15.970833333333333
2017-03-31,16.733333333333334
2017-04-01,12.795833333333334
2017-04-02,12.216666666666667
2017-04-03,9.6
2017-04-04,9.454166666666667
2017-04-05,8.358333333333333
2017-04-06,7.754166666666666
2017-04-07,8.9125
2017-04-08,11.8375
2017-04-09,13.8125
2017-04-10,11.695833333333333
2017-04-11,8.700000000000001
2017-04-12,10.9625
2017-04-13,9.975
2017-04-14,8.591666666666667
2017-04-15,8.283333333333333
2017-04-16,6.745833333333334
2017-04-17,5.779166666666666
2017-04-18,4.558333333333334
2017-04-19,3.225
2017-04-20,4.741666666666666
2017-04-21,8.4
2017-04-22,7.745833333333334
2017-04-23,6.308333333333334
2017-04-24,9.004166666666666
2017-04-25,6.908333333333334
2017-04-26,5.495833333333334
2017-04-27,6.033333333333334
2017-04-28,7.2124999999999995
2017-04-29,7.625
2017-04-30,11.616666666666667
2017-05-01,9.554166666666667
2017-05-02,7.804166666666667
2017-05-03,9.445833333333333
2017-05-04,10.408333333333333
2017-05-05,9.833333333333334
2017-05-06,13.6875
2017-05-07,13.3375
2017-05-08,8.220833333333333
2017-05-09,8.4375
2017-05-10,10.483333333333333
2017-05-11,15.629166666666668
2017-05-12,15.966666666666667
2017-05-13,17.025000000000002
2017-05-14,15.470833333333333
2017-05-15,15.670833333333334
2017-05-16,19.904166666666665
2017-05-17,21.770833333333332
2017-05-18,18.675
2017-05-19,12.929166666666667
2017-05-20,12.362499999999999
2017-05-21,14.416666666666666
2017-05-22,17.0
2017-05-23,19.0
2017-05-24,16.5
2017-05-25,16.945833333333333
2017-05-26,19.05
2017-05-27,23.0625
2017-05-28,22.22083333333333
2017-05-29,24.945833333333336
2017-05-30,20.991666666666667
2017-05-31,18.150000000000002
2017-06-01,19.145833333333332
2017-06-02,19.704166666666666
2017-06-03,19.941666666666666
2017-06-04,15.487499999999999
2017-06-05,16.279166666666665
2017-06-06,15.070833333333333
2017-06-07,13.525
2017-06-08,18.083333333333332
2017-06-09,16.829166666666666
2017-06-10,18.079166666666666
2017-06-11,22.120833333333334
2017-06-12,17.6875
2017-06-13,16.283333333333335
2017-06-14,18.008333333333333
2017-06-15,21.829166666666666
2017-06-16,16.912499999999998
2017-06-17,16.433333333333334
2017-06-18,21.150000000000002
2017-06-19,23.045833333333334
2017-06-20,24.333333333333332
2017-06-21,23.8875
2017-06-22,26.15833333333333
2017-06-23,21.579166666666666
2017-06-24,19.533333333333335
2017-06-25,19.787499999999998
2017-06-26,18.875
2017-06-27,18.479166666666668
2017-06-28,19.375
2017-06-29,18.2375
2017-06-30,17.2
2017-07-01,15.308333333333332
2017-07-02,16.183333333333334
2017-07-03,17.516666666666666
2017-07-04,19.179166666666667
2017-07-05,20.925
2017-07-06,20.900000000000002
2017-07-07,23.59583333333333
2017-07-08,22.2375
2017-07-09,21.495833333333334
2017-07-10,19.204166666666666
2017-07-11,19.275000000000002
2017-07-12,15.895833333333334
2017-07-13,14.695833333333333
2017-07-14,15.725
2017-07-15,16.1125
2017-07-16,18.508333333333333
2017-07-17,18.75
2017-07-18,21.6375
2017-07-19,22.65416666666667
2017-07-20,21.458333333333332
2017-07-21,19.866666666666667
2017-07-22,22.108333333333334
2017-07-23,17.641666666666666
2017-07-24,14.583333333333334
2017-07-25,14.475
2017-07-26,17.675
2017-07-27,18.308333333333334
2017-07-28,17.808333333333334
2017-07-29,22.208333333333332
2017-07-30,23.416666666666668
2017-07-31,21.183333333333334
2017-08-01,19.099999999999998
2017-08-02,19.920833333333334
2017-08-03,21.40833333333333
2017-08-04,19.783333333333335
2017-08-05,16.629166666666666
2017-08-06,15.8125
2017-08-07,18.05
2017-08-08,17.037499999999998
2017-08-09,18.099999999999998
2017-08-10,14.758333333333333
2017-08-11,14.545833333333334
2017-08-12,15.179166666666667
2017-08-13,17.316666666666666
2017-08-14,18.716666666666665
2017-08-15,19.691666666666666
2017-08-16,19.729166666666668
2017-08-17,19.091666666666665
2017-08-18,17.054166666666667
2017-08-19,14.450000000000001
2017-08-20,14.383333333333333
2017-08-21,15.679166666666667
2017-08-22,16.741666666666667
2017-08-23,19.9875
2017-08-24,18.970833333333335
2017-08-25,18.05
2017-08-26,20.458333333333332
2017-08-27,19.129166666666666
2017-08-28,20.220833333333335
2017-08-29,22.8
2017-08-30,22.891666666666666
2017-08-31,15.0375
2017-09-01,13.875
2017-09-02,13.2125
2017-09-03,13.512500000000001
2017-09-04,15.225
2017-09-05,18.929166666666667
2017-09-06,16.233333333333334
2017-09-07,15.241666666666667
2017-09-08,15.262500000000001
2017-09-09,14.220833333333333
2017-09-10,13.766666666666666
2017-09-11,14.875
2017-09-12,13.808333333333335
2017-09-13,14.679166666666667
2017-09-14,11.641666666666666
2017-09-15,11.7875
2017-09-16,10.629166666666666
2017-09-17,10.700000000000001
2017-09-18,10.758333333333333
2017-09-19,11.004166666666668
2017-09-20,11.679166666666667
2017-09-21,12.325000000000001
2017-09-22,13.058333333333332
2017-09-23,13.950000000000001
2017-09-24,12.541666666666666
2017-09-25,13.208333333333334
2017-09-26,14.445833333333333
2017-09-27,14.262500000000001
2017-09-28,16.616666666666667
2017-09-29,18.958333333333332
2017-09-30,13.5875
2017-10-01,12.379166666666668
2017-10-02,15.112499999999999
2017-10-03,11.987499999999999
2017-10-04,11.879166666666668
2017-10-05,12.620833333333332
2017-10-06,9.958333333333334
2017-10-07,10.091666666666667
2017-10-08,11.091666666666667
2017-10-09,11.65
2017-10-10,13.237499999999999
2017-10-11,13.7125
2017-10-12,13.804166666666667
2017-10-13,15.216666666666667
2017-10-14,16.075
2017-10-15,15.216666666666667
2017-10-16,16.254166666666666
2017-10-17,14.883333333333333
2017-10-18,14.270833333333334
2017-10-19,14.737499999999999
2017-10-20,14.795833333333334
2017-10-21,13.333333333333334
2017-10-22,10.279166666666667
2017-10-23,10.908333333333333
2017-10-24,13.954166666666666
2017-10-25,15.595833333333333
2017-10-26,14.304166666666667
2017-10-27,11.041666666666666
2017-10-28,10.025
2017-10-29,9.791666666666666
2017-10-30,6.341666666666666
2017-10-31,7.9624999999999995
2017-11-01,10.158333333333333
2017-11-02,9.629166666666666
2017-11-03,8.875
2017-11-04,10.408333333333333
2017-11-05,7.879166666666666
2017-11-06,4.8625
2017-11-07,3.1958333333333333
2017-11-08,5.879166666666666
2017-11-09,6.829166666666667
2017-11-10,7.404166666666666
2017-11-11,5.9875
2017-11-12,4.333333333333333
2017-11-13,5.566666666666666
2017-11-14,4.933333333333334
2017-11-15,7.120833333333334
2017-11-16,5.833333333333333
2017-11-17,5.804166666666667
2017-11-18,3.9333333333333336
2017-11-19,5.0874999999999995
2017-11-20,4.991666666666666
2017-11-21,9.5625
2017-11-22,9.695833333333333
2017-11-23,12.125
2017-11-24,8.3125
2017-11-25,4.316666666666666
2017-11-26,3.4916666666666667
2017-11-27,4.954166666666667
2017-11-28,4.604166666666667
2017-11-29,2.8666666666666667
2017-11-30,1.6833333333333333
2017-12-01,1.2958333333333332
2017-12-02,-1.0208333333333333
2017-12-03,0.19583333333333333
2017-12-04,4.708333333333333
2017-12-05,5.675
2017-12-06,6.566666666666666
2017-12-07,4.191666666666666
2017-12-08,2.6374999999999997
2017-12-09,0.6166666666666666
2017-12-10,2.279166666666667
2017-12-11,5.391666666666667
2017-12-12,2.095833333333333
2017-12-13,3.5875
2017-12-14,3.8541666666666665
2017-12-15,2.2875
2017-12-16,2.5083333333333333
2017-12-17,2.095833333333333
2017-12-18,1.1875
2017-12-19,3.470833333333333
2017-12-20,5.704166666666667
2017-12-21,7.579166666666667
2017-12-22,8.491666666666667
2017-12-23,8.183333333333334
2017-12-24,8.691666666666666
2017-12-25,6.2375
2017-12-26,5.333333333333333
2017-12-27,5.3125
2017-12-28,2.525
2017-12-29,1.7583333333333335
2017-12-30,8.237499999999999
2017-12-31,12.200000000000001
2018-01-01,6.595833333333334
2018-01-02,5.470833333333334
2018-01-03,8.15
2018-01-04,8.195833333333333
2018-01-05,8.2125
2018-01-06,4.795833333333333
2018-01-07,4.4625
2018-01-08,4.045833333333333
2018-01-09,5.220833333333333
2018-01-10,7.166666666666667
2018-01-11,6.258333333333333
2018-01-12,4.8625
2018-01-13,4.820833333333334
2018-01-14,2.4375
2018-01-15,4.479166666666667
2018-01-16,4.325
2018-01-17,2.3583333333333334
2018-01-18,5.466666666666666
2018-01-19,2.983333333333333
2018-01-20,1.9708333333333332
2018-01-21,2.2583333333333333
2018-01-22,5.079166666666667
2018-01-23,7.1499999999999995
2018-01-24,11.141666666666666
2018-01-25,8.070833333333333
2018-01-26,6.070833333333333
2018-01-27,4.441666666666666
2018-01-28,7.704166666666667
2018-01-29,9.445833333333333
2018-01-30,5.375
2018-01-31,7.154166666666666
2018-02-01,2.4916666666666667
2018-02-02,2.8249999999999997
2018-02-03,2.441666666666667
2018-02-04,-0.1416666666666667
2018-02-05,-0.325
2018-02-06,-1.7916666666666667
2018-02-07,-1.5875000000000001
2018-02-08,-4.079166666666667
2018-02-09,-2.225
2018-02-10,1.5374999999999999
2018-02-11,2.9583333333333335
2018-02-12,1.5958333333333332
2018-02-13,0.8624999999999999
2018-02-14,0.4583333333333333
2018-02-15,2.433333333333333
2018-02-16,3.1458333333333335
2018-02-17,0.5875
2018-02-18,0.6833333333333332
2018-02-19,0.9416666666666668
2018-02-20,0.5833333333333334
2018-02-21,0.5541666666666666
2018-02-22,-0.7125
2018-02-23,-1.325
2018-02-24,-1.6125
2018-02-25,-3.275
2018-02-26,-5.033333333333333
2018-02-27,-5.470833333333334
2018-02-28,-7.308333333333334
2018-03-01,-4.2
2018-03-02,-3.108333333333333
2018-03-03,-1.25
2018-03-04,4.7375
2018-03-05,7.191666666666666
2018-03-06,6.95
2018-03-07,5.2625
2018-03-08,4.975
2018-03-09,5.379166666666666
2018-03-10,11.129166666666668
2018-03-11,11.075000000000001
2018-03-12,10.125
2018-03-13,6.079166666666667
2018-03-14,6.279166666666666
2018-03-15,6.6125
2018-03-16,6.508333333333333
2018-03-17,-1.6916666666666667
2018-03-18,-2.0875
2018-03-19,-0.7333333333333334
2018-03-20,0.7208333333333333
2018-03-21,0.31666666666666665
2018-03-22,3.545833333333333
2018-03-23,5.795833333333333
2018-03-24,5.7749999999999995
2018-03-25,6.591666666666666
2018-03-26,7.2749999999999995
2018-03-27,5.691666666666666
2018-03-28,7.458333333333333
2018-03-29,6.095833333333334
2018-03-30,8.254166666666666
2018-03-31,8.170833333333333
2018-04-01,5.5249999999999995
2018-04-02,8.833333333333334
2018-04-03,13.179166666666667
2018-04-04,11.266666666666666
2018-04-05,7.391666666666667
2018-04-06,7.929166666666667
2018-04-07,14.570833333333333
2018-04-08,17.308333333333334
2018-04-09,14.875
2018-04-10,13.616666666666667
2018-04-11,10.258333333333335
2018-04-12,12.254166666666668
2018-04-13,11.016666666666666
2018-04-14,14.179166666666667
2018-04-15,13.958333333333334
2018-04-16,13.041666666666666
2018-04-17,14.620833333333332
2018-04-18,17.241666666666667
2018-04-19,19.816666666666666
2018-04-20,19.516666666666666
2018-04-21,18.770833333333332
2018-04-22,20.391666666666666
2018-04-23,16.079166666666666
2018-04-24,13.108333333333334
2018-04-25,13.254166666666668
2018-04-26,10.166666666666666
2018-04-27,12.174999999999999
2018-04-28,13.612499999999999
2018-04-29,14.362499999999999
2018-04-30,11.3375
2018-05-01,8.883333333333333
2018-05-02,10.775
2018-05-03,12.029166666666667
2018-05-04,12.820833333333333
2018-05-05,15.583333333333334
2018-05-06,17.879166666666666
2018-05-07,18.254166666666666
2018-05-08,19.337500000000002
2018-05-09,19.716666666666665
2018-05-10,13.954166666666666
2018-05-11,14.0
2018-05-12,17.491666666666667
2018-05-13,13.683333333333332
2018-05-14,17.400000000000002
2018-05-15,17.416666666666668
2018-05-16,14.85
2018-05-17,12.183333333333332
2018-05-18,11.229166666666666
2018-05-19,11.895833333333334
2018-05-20,14.479166666666666
2018-05-21,18.816666666666666
2018-05-22,16.287499999999998
2018-05-23,17.204166666666666
2018-05-24,17.325
2018-05-25,19.758333333333333
2018-05-26,21.75
2018-05-27,20.445833333333333
2018-05-28,21.941666666666666
2018-05-29,21.075
2018-05-30,21.849999999999998
2018-05-31,21.837500000000002
2018-06-01,17.070833333333333
2018-06-02,17.591666666666665
2018-06-03,18.858333333333334
2018-06-04,20.55
2018-06-05,18.3125
2018-06-06,21.116666666666667
2018-06-07,21.054166666666667
2018-06-08,19.579166666666666
2018-06-09,21.229166666666668
2018-06-10,20.6125
2018-06-11,18.908333333333335
2018-06-12,15.608333333333334
2018-06-13,13.608333333333334
2018-06-14,15.004166666666668
2018-06-15,18.379166666666666
2018-06-16,19.3
2018-06-17,15.975
2018-06-18,17.875
2018-06-19,17.945833333333333
2018-06-20,22.3125
2018-06-21,16.579166666666666
2018-06-22,12.408333333333333
2018-06-23,12.625
2018-06-24,15.049999999999999
2018-06-25,15.5375
2018-06-26,16.066666666666666
2018-06-27,18.675
2018-06-28,20.7
2018-06-29,22.516666666666666
2018-06-30,21.933333333333334
2018-07-01,20.304166666666667
2018-07-02,20.304166666666667
2018-07-03,21.65833333333333
2018-07-04,21.058333333333334
2018-07-05,20.804166666666667
2018-07-06,19.162499999999998
2018-07-07,20.583333333333332
2018-07-08,19.075
2018-07-09,19.066666666666666
2018-07-10,15.012500000000001
2018-07-11,15.466666666666667
2018-07-12,19.070833333333333
2018-07-13,20.2
2018-07-14,21.495833333333334
2018-07-15,21.46666666666667
2018-07-16,21.979166666666668
2018-07-17,20.4125
2018-07-18,19.279166666666665
2018-07-19,20.6125
2018-07-20,21.295833333333334
2018-07-21,20.433333333333334
2018-07-22,21.216666666666665
2018-07-23,21.916666666666668
2018-07-24,24.441666666666666
2018-07-25,25.495833333333334
2018-07-26,26.883333333333336
2018-07-27,27.608333333333334
2018-07-28,23.320833333333336
2018-07-29,22.8875
2018-07-30,25.375
2018-07-31,25.425
2018-08-01,22.008333333333336
2018-08-02,24.608333333333334
2018-08-03,27.058333333333334
2018-08-04,26.445833333333336
2018-08-05,23.05
2018-08-06,24.65833333333333
2018-08-07,28.204166666666666
2018-08-08,23.224999999999998
2018-08-09,20.462500000000002
2018-08-10,18.0
2018-08-11,17.458333333333332
2018-08-12,18.929166666666667
2018-08-13,17.9875
2018-08-14,18.54583333333333
2018-08-15,19.854166666666668
2018-08-16,21.520833333333332
2018-08-17,18.14166666666667
2018-08-18,18.820833333333333
2018-08-19,20.520833333333332
2018-08-20,20.45
2018-08-21,21.712500000000002
2018-08-22,23.041666666666668
2018-08-23,22.129166666666666
2018-08-24,17.554166666666667
