Datetime,Temperature (°C),Precipitations (mm),Wind Speed (m/s),KennedyBrücke,NordBrücke,SüdBrücke,Estermannufer,VonSandtUfer,Rhenusallee,BrühlerStraße,WilhelmSpiritusUfer,McCloyWeg,WegDammBonnBeuel,Bonn
2016-12-04,78.30000000000001,22.3,361.9,41946.0,3776.0,11131.0,1486.0,4566.0,5854.0,4339.0,9625.0,2468.0,6167.0,104226.0
2016-12-11,611.9,10.7,530.4,42653.0,3837.0,11207.0,1647.0,4716.0,6039.0,4443.0,9881.0,2566.0,6170.0,106375.0
2016-12-18,912.0,13.899999999999999,426.20000000000005,40879.0,3746.0,11541.0,1575.0,4652.0,5959.0,4549.0,9802.0,2538.0,6067.0,105387.0
2016-12-25,738.7,5.1,524.2,31843.0,2980.0,8635.0,1171.0,3768.0,4702.0,3502.0,7328.0,2250.0,4833.0,81431.0
2017-01-01,193.2,8.0,383.0,21718.0,2793.0,5407.0,1119.0,3255.0,4395.0,2246.0,5010.0,2041.0,4258.0,56583.0
2017-01-08,-81.19999999999999,20.8,411.8,24585.0,1752.0,5340.0,511.0,1965.0,2652.0,2319.0,4644.0,1124.0,2346.0,53774.0
2017-01-15,396.3,8.3,659.7,28501.0,2711.0,8599.0,982.0,3444.0,4152.0,3395.0,7302.0,1859.0,3917.0,74854.0
2017-01-22,-549.2,2.3,255.6,38946.0,3012.0,9293.0,1105.0,3436.0,5259.0,3319.0,7806.0,1858.0,5221.0,89563.0
2017-01-29,-23.60000000000001,0.1,525.7,32305.0,3142.0,9490.0,1198.0,3796.0,4799.0,3587.0,7895.0,2035.0,4733.0,83520.0
2017-02-05,856.0,7.7,593.9,33707.0,3722.0,10515.0,1486.0,4832.0,5982.0,3884.0,9155.0,2711.0,6036.0,93451.0
2017-02-12,340.5,0.0,457.3,33416.0,3468.0,10733.0,1528.0,4700.0,5739.0,3684.0,9063.0,2491.0,5719.0,92369.0
2017-02-19,951.5,3.9000000000000004,474.20000000000005,37798.0,4559.0,13151.0,2099.0,5741.0,8136.0,4261.0,8053.0,3270.0,7929.0,108584.0
2017-02-26,1326.7,27.6,640.7,29387.0,3444.0,9615.0,1392.0,4747.0,5569.0,3421.0,8597.0,2846.0,5382.0,84397.0
2017-03-05,1281.4,5.8999999999999995,743.1,30082.0,3761.0,10242.0,1868.0,5729.0,6403.0,3709.0,9638.0,3676.0,6240.0,91523.0
2017-03-12,1166.0,21.5,507.90000000000003,36476.0,5488.0,13588.0,3080.0,8235.0,10204.0,3918.0,12980.0,5214.0,9958.0,121063.0
2017-03-19,1660.7,18.4,449.7,44990.0,6360.0,18023.0,3565.0,9847.0,11722.0,5422.0,16256.0,5701.0,11786.0,149392.0
2017-03-26,1513.4,5.0,474.3,51602.0,8113.0,20555.0,4973.0,12422.0,16323.0,5731.0,18499.0,7917.0,15581.0,177612.0
2017-04-02,2278.6,3.1,449.4,60031.0,10065.0,24164.0,6743.0,15930.0,19032.0,6987.0,21130.0,10375.0,19337.0,212214.0
2017-04-09,1673.5,10.4,340.3,58916.0,9094.0,22703.0,6452.0,15253.0,18008.0,6681.0,22105.0,10355.0,16920.0,203146.0
2017-04-16,1558.9,11.9,481.79999999999995,39557.0,5146.0,13639.0,3498.0,8906.0,9575.0,4623.0,13818.0,6186.0,8443.0,124814.0
2017-04-23,978.2,3.0,436.3,36650.0,4466.0,11226.0,2669.0,6885.0,8172.0,3978.0,11984.0,4650.0,7853.0,108912.0
2017-04-30,1293.5,0.1,442.9,53547.0,7551.0,19433.0,5092.0,12856.0,14249.0,6253.0,19018.0,8675.0,15084.0,177663.0
2017-05-07,1777.7,2.5,371.6,42186.0,5480.0,16942.0,3814.0,9838.0,12999.0,5089.0,18327.0,6620.0,12486.0,146027.0
2017-05-14,2189.6,8.7,423.6,55030.0,7436.0,19888.0,5021.0,12145.0,13572.0,6572.0,19800.0,7918.0,14374.0,177378.0
2017-05-21,2777.5,0.0,381.7,62438.0,10375.0,25851.0,7543.0,17602.0,20600.0,7000.0,26815.0,12594.0,21163.0,228733.0
2017-05-28,3210.7,3.4,452.5,66662.0,13083.0,27539.0,11479.0,24684.0,25420.0,7110.0,30957.0,19036.0,25800.0,268027.0
2017-06-04,3320.8,18.8,366.3,63122.0,10815.0,25012.0,8456.0,18373.0,19272.0,7801.0,26210.0,12848.0,19290.0,228798.0
2017-06-11,2879.7,8.9,529.7,55007.0,10346.0,24961.0,8946.0,20277.0,20403.0,6411.0,26589.0,15136.0,20298.0,222136.0
2017-06-18,3079.3,16.4,403.6,61037.0,11270.0,25818.0,9924.0,22271.0,22430.0,7168.0,29554.0,16604.0,21685.0,244584.0
2017-06-25,3799.7999999999997,11.2,447.0,68047.0,11792.0,27890.0,8172.0,20565.0,21178.0,8462.0,29954.0,14270.0,21047.0,249541.0
2017-07-02,2967.8,56.3,437.2,51495.0,7874.0,19758.0,4932.0,11949.0,12746.0,6532.0,19993.0,8324.0,12918.0,172284.0
2017-07-09,3500.4,9.9,342.5,71768.0,12886.0,30744.0,9947.0,22485.0,24767.0,8394.0,32042.0,16481.0,24330.0,273625.0
2017-07-16,2866.0,31.5,354.6,55415.0,8193.0,22572.0,6726.0,15114.0,15981.0,6962.0,23443.0,11149.0,15644.0,197469.0
2017-07-23,3458.8,4.1000000000000005,435.0,59860.0,10645.0,28185.0,8953.0,20703.0,21885.0,6964.0,30792.0,16112.0,20716.0,241760.0
2017-07-30,3083.3999999999996,57.199999999999996,472.4,43160.0,7101.0,17112.0,6359.0,14070.0,14311.0,5388.0,20022.0,11179.0,13778.0,164700.0
2017-08-06,3212.1,17.0,356.5,50053.0,8938.0,21469.0,8256.0,17678.0,18373.0,6253.0,23709.0,13781.0,17285.0,199869.0
2017-08-13,2759.7,51.9,343.8,40974.0,7215.0,17392.0,6324.0,14122.0,14411.0,5306.0,19376.0,10852.0,13637.0,161148.0
2017-08-20,2954.8,11.100000000000001,393.4,44773.0,7322.0,20155.0,6935.0,15362.0,15698.0,5590.0,21940.0,12301.0,14781.0,178223.0
2017-08-27,3096.4,0.7,316.7,59697.0,11261.0,27830.0,10211.0,22581.0,23645.0,6942.0,29743.0,17975.0,22419.0,249437.0
2017-09-03,2917.2,25.1,328.9,58621.0,10257.0,23706.0,7613.0,17574.0,19301.0,7003.0,24228.0,13048.0,19309.0,217024.0
2017-09-10,2613.1,6.5,513.4,51813.0,7413.0,20369.0,5038.0,13395.0,13531.0,6526.0,19187.0,9172.0,13576.0,175847.0
2017-09-17,2114.9,8.200000000000001,549.8,42214.0,5317.0,15542.0,3303.0,9534.0,9170.0,5561.0,15066.0,5752.0,9100.0,134232.0
2017-09-24,2047.6,17.1,285.0,51507.0,7347.0,19456.0,4988.0,12545.0,14374.0,6409.0,19288.0,8900.0,14688.0,175525.0
2017-10-01,2483.0,9.200000000000001,356.3,51505.0,7222.0,19525.0,4972.0,12416.0,13938.0,6580.0,18802.0,8817.0,14206.0,174202.0
2017-10-08,1985.8,33.2,520.4,35636.0,4283.0,11657.0,2348.0,6736.0,7602.0,4727.0,11153.0,4527.0,7766.0,107334.0
2017-10-15,2373.9,6.3999999999999995,399.8,55440.0,8480.0,21750.0,5858.0,13904.0,17044.0,7231.0,20599.0,10192.0,17280.0,194086.0
2017-10-22,2365.3,11.3,455.5,53616.0,7268.0,20201.0,4226.0,10778.0,13744.0,6985.0,19014.0,7620.0,13813.0,175274.0
2017-10-29,2054.9,23.3,544.7,41771.0,4748.0,13650.0,2478.0,7317.0,8492.0,5563.0,13469.0,4623.0,8202.0,124534.0
2017-11-05,1470.1,6.8,386.1,37126.0,4899.0,11926.0,3858.0,8083.0,9599.0,4325.0,13061.0,5672.0,9382.0,118127.0
2017-11-12,923.8,13.100000000000001,344.5,41221.0,4038.0,14921.0,1679.0,5405.0,6976.0,5203.0,12558.0,2719.0,6707.0,115788.0
2017-11-19,918.7,6.8999999999999995,397.1,43482.0,4771.0,15944.0,2079.0,6440.0,8198.0,5520.0,13369.0,3441.0,7970.0,126013.0
2017-11-26,1259.9,27.0,570.3,38218.0,4129.0,12233.0,1693.0,5209.0,6453.0,4917.0,9911.0,2882.0,6610.0,105067.0
2017-12-03,349.9,5.7,390.4,34454.0,3523.0,10173.0,1221.0,3766.0,5010.0,4525.0,8332.0,1995.0,5091.0,89880.0
2017-12-10,640.1999999999999,14.7,602.1,34973.0,3316.0,10313.0,1215.0,3738.0,5062.0,4552.0,8491.0,1937.0,4976.0,90860.0
2017-12-17,523.7,12.299999999999999,571.4,33663.0,2892.0,9258.0,577.0,3361.0,4634.0,4086.0,7605.0,1055.0,4720.0,83339.0
2017-12-24,1039.4,4.0,315.4,29687.0,2766.0,7177.0,566.0,2799.0,4025.0,3648.0,6287.0,1289.0,4172.0,72036.0
2017-12-31,998.5,12.899999999999999,724.6,16220.0,2347.0,4550.0,990.0,3143.0,3777.0,1979.0,4442.0,2129.0,3754.0,47383.0
2018-01-07,1101.2,21.6,630.8,29769.0,5578.0,12438.0,3799.0,10121.0,10502.0,3492.0,13505.0,7419.0,10159.0,113982.0
2018-01-14,835.5,5.3,548.0,37448.0,5721.0,12911.0,3534.0,9347.0,10667.0,4547.0,13928.0,6359.0,10543.0,119904.0
2018-01-21,572.2,12.6,659.5,30173.0,3124.0,9393.0,585.0,3338.0,4967.0,3601.0,7383.0,1190.0,4665.0,80605.0
2018-01-28,1191.8,3.6999999999999997,544.2,38191.0,4813.0,12764.0,0.0,1820.0,7029.0,4909.0,4338.0,0.0,6482.0,97059.0
2018-02-04,710.1999999999999,9.3,505.2,35231.0,4373.0,12513.0,809.0,4311.0,6927.0,4265.0,8967.0,1542.0,6676.0,99793.0
2018-02-11,-132.3,0.2,440.4,55781.0,9455.0,23017.0,6750.0,16330.0,16877.0,7131.0,23663.0,11539.0,16632.0,192285.0
2018-02-18,234.39999999999998,0.6000000000000001,563.3,28819.0,3709.0,9489.0,1430.0,4132.0,6179.0,3319.0,7979.0,2576.0,6191.0,84288.0
2018-02-25,-116.3,0.0,499.1,40568.0,4166.0,11600.0,1549.0,4638.0,6796.0,3989.0,9421.0,2681.0,6891.0,106266.0
2018-03-04,-519.2,0.0,767.4,46826.0,2985.0,8486.0,862.0,3244.0,4494.0,3226.0,7102.0,1430.0,4303.0,91964.0
2018-03-11,1247.1,12.8,-1964.6499999999999,55050.0,10916.0,24951.0,7406.0,18230.0,19965.0,6957.0,25662.0,13222.0,20031.0,208470.0
2018-03-18,763.8,17.2,660.7,32923.0,4000.0,11385.0,1485.0,4397.0,5762.0,4262.0,9228.0,2467.0,5801.0,84154.0
2018-03-25,528.3,2.8,450.0,43024.0,5853.0,14520.0,2621.0,7040.0,10064.0,5087.0,12754.0,4482.0,9371.0,118111.0
2018-04-01,1163.3,8.1,515.0,31777.0,4520.0,11110.0,2393.0,6305.0,7911.0,3745.0,9354.0,4035.0,7350.0,92398.0
2018-04-08,1931.5,3.4,648.5,48591.0,8413.0,20420.0,5342.0,12899.0,15348.0,6197.0,20808.0,8587.0,15422.0,167715.0
2018-04-15,2163.8,4.6,299.4,54002.0,8600.0,20846.0,5708.0,13793.0,16439.0,6717.0,18920.0,9558.0,16216.0,175751.0
2018-04-22,2961.6,12.4,365.2,78060.0,14359.0,33179.0,9917.0,23072.0,27684.0,9049.0,34909.0,16171.0,28385.0,278781.0
2018-04-29,2226.2,2.8000000000000003,495.0,58923.0,8798.0,22636.0,5084.0,13645.0,15573.0,7339.0,21601.0,9025.0,15718.0,182230.0
2018-05-06,2143.4,22.200000000000003,523.0,52013.0,7662.0,21149.0,4229.0,11459.0,16227.0,6134.0,20840.0,7098.0,15929.0,173706.0
2018-05-13,2794.5,3.1,398.6,53736.0,8940.0,22413.0,6239.0,15517.0,16960.0,6654.0,22216.0,10787.0,16409.0,184853.0
2018-05-20,2386.9,19.3,398.1,60207.0,10447.0,25776.0,7883.0,16599.0,19429.0,7876.0,25735.0,12333.0,19716.0,211989.0
2018-05-27,3158.1,0.6000000000000001,358.4,51393.0,10625.0,21491.0,8970.0,19263.0,20478.0,6028.0,24792.0,15138.0,20362.0,204231.0
2018-06-03,3365.4,14.0,283.6,55818.0,9381.0,22090.0,5440.0,13895.0,16195.0,6774.0,21060.0,9435.0,16395.0,186038.0
2018-06-10,3418.9,30.2,310.9,63442.0,12565.0,27498.0,9303.0,20365.0,25206.0,7253.0,29761.0,15175.0,25035.0,242442.0
2018-06-17,2802.8,0.7,352.1,60533.0,9136.0,24498.0,4962.0,14725.0,17277.0,7546.0,22748.0,10060.0,17032.0,193371.0
2018-06-24,2755.1,9.9,434.8,61606.0,9740.0,25777.0,4625.0,15528.0,17677.0,7793.0,24484.0,10377.0,17486.0,200776.0
2018-07-01,3257.6,1.7999999999999998,422.8,65808.0,12104.0,28901.0,7532.0,18674.0,22234.0,8262.0,27483.0,13320.0,22244.0,234040.0
2018-07-08,3423.5,1.5,369.9,56712.0,10213.0,22234.0,6540.0,15583.0,17881.0,6913.0,23050.0,11084.0,17870.0,195569.0
2018-07-15,3162.7,24.3,348.3,54262.0,10148.0,22170.0,7358.0,16847.0,18606.0,6632.0,23141.0,12561.0,18617.0,195648.0
2018-07-22,3485.5,0.9,289.3,63348.0,13531.0,32767.0,11842.0,25253.0,26923.0,7826.0,36677.0,18059.0,25138.0,268522.0
2018-07-29,4141.3,4.3,300.7,56120.0,12564.0,30277.0,9458.0,21891.0,22993.0,6785.0,33274.0,15798.0,21446.0,237124.0
2018-08-05,4175.3,5.1000000000000005,323.2,56327.0,10143.0,24610.0,6167.0,14632.0,18591.0,6521.0,21743.0,10345.0,17727.0,196630.0
2018-08-12,3622.5,0.2,438.0,52017.0,8549.0,19943.0,6068.0,15237.0,16823.0,6174.0,20601.0,11112.0,16441.0,177757.0
2018-08-19,3249.4,2.8000000000000003,341.3,50334.0,10316.0,25386.0,8894.0,21543.0,20994.0,6124.0,28839.0,16518.0,19969.0,214758.0
2018-08-26,3187.3,7.1,360.1,53765.0,10301.0,26815.0,8018.0,20051.0,20078.0,6875.0,27698.0,14713.0,18936.0,213155.0
2018-09-02,2724.2,8.0,376.6,54718.0,8470.0,24028.0,4450.0,12962.0,14703.0,7117.0,20238.0,8477.0,13983.0,178250.0
2018-09-09,2949.7,1.0,289.5,59335.0,10429.0,24964.0,7087.0,16933.0,18691.0,7357.0,25451.0,11789.0,18565.0,207169.0
2018-09-16,2846.6,5.9,343.5,48332.0,7530.0,20393.0,5009.0,13340.0,14762.0,6166.0,20329.0,9368.0,14372.0,163991.0
2018-09-23,3010.4,45.5,483.1,51489.0,9058.0,23068.0,5592.0,14873.0,16351.0,7359.0,22389.0,9981.0,16366.0,181735.0
2018-09-30,1686.1,1.7,275.9,56787.0,8546.0,22113.0,5108.0,13503.0,16606.0,7012.0,20503.0,9190.0,16425.0,180827.0
2018-10-07,1991.5,3.0,392.0,46270.0,7323.0,17145.0,4415.0,10014.0,11784.0,5867.0,15272.0,7223.0,11541.0,146046.0
2018-10-14,2766.1,0.0,444.40000000000003,54260.0,9318.0,22053.0,6798.0,15836.0,18536.0,6530.0,22443.0,11754.0,18271.0,190685.0
2018-10-21,2148.1,1.5,229.0,57312.0,8598.0,22728.0,5924.0,13609.0,17375.0,7261.0,22717.0,9587.0,16965.0,186544.0
2018-10-28,1448.8,25.6,443.1,42785.0,4947.0,13824.0,2273.0,6801.0,7806.0,5432.0,12850.0,4104.0,7404.0,111065.0
2018-11-04,1121.1,1.4,462.6,40384.0,5020.0,14256.0,1775.0,5913.0,7601.0,5137.0,10967.0,3205.0,6824.0,106662.0
2018-11-11,1935.8999999999999,0.0,603.3,57987.0,9449.0,23987.0,6277.0,16144.0,17440.0,7572.0,24297.0,11586.0,17185.0,197422.0
2018-11-18,1171.2,2.5,510.6,52805.0,6363.0,18328.0,2709.0,7979.0,10377.0,6414.0,14921.0,4460.0,10616.0,138123.0
2018-11-25,530.8,0.8,487.6,44149.0,4906.0,14712.0,1805.0,5693.0,7206.0,5504.0,11810.0,3054.0,7412.0,108940.0
2018-12-02,1100.9,6.2,579.7,46481.0,4894.0,15239.0,1668.0,5561.0,7288.0,6008.0,11980.0,2791.0,7106.0,114271.0
2018-12-09,1354.4,17.7,601.8,59221.0,11196.0,25640.0,8141.0,18731.0,20836.0,7259.0,26406.0,13948.0,20598.0,218013.0
2018-12-16,249.70000000000002,13.600000000000001,509.3,44870.0,4760.0,14094.0,2131.0,6295.0,7871.0,5430.0,12075.0,3746.0,8090.0,111493.0
2018-12-23,1223.0,17.5,634.6,39145.0,3477.0,9921.0,1388.0,4012.0,5194.0,4212.0,8671.0,2284.0,5504.0,85678.0
2018-12-30,467.1,16.3,378.3,18625.0,2511.0,4386.0,1111.0,2969.0,4192.0,1826.0,4555.0,2240.0,4058.0,47139.0
2019-01-06,740.6,15.0,554.4,21560.0,2261.0,5794.0,899.0,2586.0,3572.0,2449.0,4769.0,1624.0,3330.0,49231.0
2019-01-13,699.8,44.3,614.3,33333.0,3502.0,10792.0,1169.0,3843.0,5011.0,3982.0,8488.0,1974.0,4712.0,78061.0
2019-01-20,294.6,5.2,502.2,38694.0,4278.0,13119.0,1690.0,5266.0,7207.0,4662.0,10843.0,2712.0,7146.0,96251.0
2019-01-27,-99.5,9.4,464.1,31617.0,3459.0,10870.0,1242.0,4019.0,5405.0,3874.0,8788.0,2124.0,5426.0,77824.0
2019-02-03,145.8,24.3,473.2,27554.0,2675.0,8474.0,820.0,3058.0,4123.0,3171.0,6818.0,1701.0,3929.0,62519.0
2019-02-10,887.7,2.1,671.0999999999999,37119.0,4175.0,12547.0,1689.0,5194.0,6556.0,4380.0,10424.0,2996.0,6457.0,91537.0
2019-02-17,885.2,8.6,438.9,47135.0,7139.0,18251.0,3761.0,9761.0,13736.0,5060.0,15627.0,6064.0,13719.0,142143.0
2019-02-24,1251.4,9.6,474.40000000000003,48876.0,7239.0,18474.0,3698.0,9427.0,12917.0,5461.0,15835.0,5735.0,13381.0,142783.0
2019-03-03,1532.2,2.4000000000000004,437.5,44361.0,6438.0,16462.0,3203.0,8625.0,10943.0,5138.0,14289.0,5150.0,10978.0,128818.0
2019-03-10,1424.8,22.9,802.9,31592.0,3621.0,10488.0,1426.0,4563.0,5313.0,3594.0,8592.0,2799.0,5180.0,79270.0
2019-03-17,1136.4,22.0,729.5,31280.0,3516.0,10642.0,992.0,4474.0,5087.0,3725.0,8501.0,2116.0,4804.0,77163.0
2019-03-24,1236.4,0.1,337.6,50806.0,7534.0,19265.0,2477.0,10267.0,13668.0,5864.0,17201.0,5048.0,13783.0,150153.0
2019-03-31,1380.6,6.7,397.1,52834.0,8184.0,20325.0,4611.0,12018.0,15273.0,6059.0,18881.0,8197.0,14894.0,166296.0
2019-04-07,1485.4,0.3,375.6,55595.0,8238.0,20441.0,4814.0,11986.0,14239.0,6687.0,17044.0,7790.0,14316.0,165570.0
2019-04-14,1188.5,1.7,359.0,53641.0,7023.0,19126.0,3684.0,9225.0,11354.0,6678.0,17090.0,5607.0,11177.0,148444.0
2019-04-21,2365.3,0.0,470.8,55824.0,10934.0,22689.0,8962.0,18589.0,22471.0,6012.0,25320.0,14598.0,20730.0,211886.0
2019-04-28,-11948.5,8.0,-6988.750000000001,47038.0,8009.0,17504.0,5771.0,12689.0,14652.0,5320.0,18478.0,9108.0,14001.0,156880.0
2019-05-05,1414.7,17.599999999999998,374.6,50259.0,7225.0,19828.0,4477.0,11967.0,14645.0,6098.0,19008.0,8540.0,14078.0,160350.0
2019-05-12,1553.2,14.0,446.7,48415.0,6510.0,17667.0,3322.0,8934.0,10792.0,6039.0,15607.0,5786.0,11054.0,137659.0
2019-05-19,1932.5,13.8,364.0,61697.0,9846.0,24958.0,5952.0,14878.0,17428.0,7571.0,24056.0,10334.0,17954.0,199970.0
2019-05-26,2378.0,14.0,403.7,59702.0,9878.0,23132.0,6541.0,15243.0,17658.0,7164.0,22722.0,10828.0,17852.0,196057.0
2019-06-02,2823.4,30.4,354.0,61928.0,11755.0,23815.0,9485.0,20778.0,21377.0,7106.0,27417.0,15792.0,21622.0,227342.0
2019-06-09,3018.1,4.4,527.4,66611.0,11280.0,28191.0,8415.0,20062.0,19188.0,7898.0,28312.0,13890.0,19519.0,230796.0
