Datetime,Temperature (°C),Precipitations (mm),Wind Speed (m/s),Estermannufer,BrühlerStraße,VonSandtUfer,Rhenusallee,McCloyWeg,WegDammBonnBeuel,WilhelmSpiritusUfer,NordBrücke,SüdBrücke,KennedyBrücke,Bonn2019
2019-01-01 00:00:00,7.6,0.0,1.8,1.0,8.0,6.0,4.0,3.0,2.0,17.0,13.0,18.0,48.0,120.0
2019-01-01 01:00:00,7.5,0.1,2.0,5.0,5.0,3.0,7.0,0.0,5.0,5.0,5.0,21.0,117.0,173.0
2019-01-01 02:00:00,7.4,0.0,2.4,0.0,12.0,4.0,9.0,2.0,12.0,11.0,13.0,17.0,115.0,195.0
2019-01-01 03:00:00,7.5,0.0,3.3,0.0,12.0,2.0,8.0,0.0,8.0,4.0,2.0,7.0,95.0,138.0
2019-01-01 04:00:00,6.8,0.0,3.3,0.0,3.0,4.0,3.0,2.0,3.0,13.0,0.0,7.0,62.0,97.0
2019-01-01 05:00:00,6.3,0.0,4.3,1.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,26.0,43.0
2019-01-01 06:00:00,5.9,0.0,3.8,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,14.0,22.0
2019-01-01 07:00:00,5.9,0.0,2.7,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,23.0
2019-01-01 08:00:00,6.1,0.0,2.7,2.0,5.0,0.0,8.0,2.0,2.0,8.0,0.0,5.0,13.0,45.0
2019-01-01 09:00:00,6.4,0.2,3.2,3.0,5.0,10.0,4.0,8.0,4.0,9.0,7.0,8.0,38.0,99.0
2019-01-01 10:00:00,6.4,0.0,3.7,3.0,10.0,18.0,19.0,18.0,12.0,10.0,11.0,8.0,36.0,148.0
2019-01-01 11:00:00,6.5,0.1,4.8,4.0,8.0,33.0,43.0,20.0,28.0,39.0,10.0,27.0,58.0,278.0
2019-01-01 12:00:00,6.3,0.1,4.8,12.0,8.0,26.0,32.0,14.0,31.0,19.0,13.0,24.0,60.0,247.0
2019-01-01 13:00:00,6.5,0.1,4.4,6.0,10.0,18.0,23.0,19.0,14.0,16.0,17.0,21.0,78.0,232.0
2019-01-01 14:00:00,6.7,0.9,5.0,4.0,10.0,24.0,15.0,9.0,13.0,31.0,11.0,27.0,88.0,259.0
2019-01-01 15:00:00,6.7,0.0,4.5,10.0,6.0,19.0,32.0,12.0,15.0,33.0,24.0,31.0,80.0,266.0
2019-01-01 16:00:00,6.9,0.0,4.5,9.0,5.0,17.0,19.0,13.0,16.0,29.0,26.0,20.0,73.0,234.0
2019-01-01 17:00:00,5.8,0.0,5.0,1.0,5.0,17.0,16.0,17.0,24.0,22.0,20.0,25.0,85.0,239.0
2019-01-01 18:00:00,4.4,0.0,5.6,2.0,5.0,11.0,13.0,6.0,6.0,18.0,8.0,17.0,82.0,172.0
2019-01-01 19:00:00,5.0,0.0,4.9,1.0,4.0,5.0,5.0,3.0,2.0,11.0,3.0,7.0,69.0,111.0
2019-01-01 20:00:00,4.4,0.0,5.1,1.0,3.0,2.0,5.0,1.0,6.0,4.0,2.0,12.0,49.0,86.0
2019-01-01 21:00:00,4.3,0.0,5.3,0.0,6.0,1.0,3.0,3.0,0.0,6.0,0.0,9.0,45.0,74.0
2019-01-01 22:00:00,3.3,0.0,4.4,0.0,7.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,31.0,49.0
2019-01-01 23:00:00,4.0,0.0,5.1,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,18.0
2019-01-02 00:00:00,4.1,0.0,5.4,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,11.0
2019-01-02 01:00:00,3.8,0.4,4.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0
2019-01-02 02:00:00,3.9,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,11.0
2019-01-02 03:00:00,3.9,0.0,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
2019-01-02 04:00:00,3.6,0.0,5.1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,15.0
2019-01-02 05:00:00,3.8,0.0,5.1,0.0,11.0,3.0,3.0,2.0,1.0,5.0,11.0,14.0,44.0,95.0
2019-01-02 06:00:00,3.9,0.0,5.4,15.0,22.0,22.0,19.0,17.0,12.0,32.0,31.0,61.0,133.0,368.0
2019-01-02 07:00:00,3.5,0.1,5.9,16.0,39.0,35.0,58.0,16.0,45.0,99.0,36.0,153.0,288.0,802.0
2019-01-02 08:00:00,3.5,0.3,4.8,16.0,41.0,69.0,88.0,23.0,57.0,158.0,45.0,220.0,344.0,1089.0
2019-01-02 09:00:00,3.6,0.0,4.6,9.0,19.0,37.0,56.0,10.0,47.0,69.0,26.0,102.0,219.0,613.0
2019-01-02 10:00:00,4.0,0.0,4.9,7.0,24.0,15.0,24.0,11.0,19.0,44.0,14.0,41.0,197.0,409.0
2019-01-02 11:00:00,4.2,0.0,5.2,9.0,27.0,33.0,30.0,22.0,40.0,35.0,17.0,40.0,208.0,485.0
2019-01-02 12:00:00,4.4,0.1,4.4,12.0,39.0,35.0,38.0,16.0,39.0,75.0,7.0,49.0,239.0,564.0
2019-01-02 13:00:00,5.4,0.0,4.7,17.0,31.0,36.0,54.0,32.0,58.0,63.0,29.0,77.0,263.0,689.0
2019-01-02 14:00:00,5.0,0.0,3.9,13.0,33.0,51.0,71.0,45.0,66.0,61.0,30.0,75.0,281.0,756.0
2019-01-02 15:00:00,4.7,0.0,4.2,24.0,37.0,65.0,103.0,46.0,116.0,92.0,59.0,118.0,336.0,1025.0
2019-01-02 16:00:00,3.8,0.0,3.7,35.0,59.0,70.0,123.0,54.0,106.0,152.0,75.0,202.0,449.0,1347.0
2019-01-02 17:00:00,3.0,0.0,2.5,18.0,53.0,55.0,86.0,29.0,70.0,163.0,51.0,195.0,452.0,1204.0
2019-01-02 18:00:00,1.6,0.0,2.0,17.0,27.0,32.0,53.0,19.0,46.0,98.0,21.0,104.0,353.0,781.0
2019-01-02 19:00:00,1.2,0.0,2.0,2.0,18.0,19.0,20.0,4.0,20.0,35.0,17.0,57.0,240.0,442.0
2019-01-02 20:00:00,1.0,0.0,1.8,1.0,14.0,3.0,10.0,5.0,5.0,22.0,10.0,26.0,153.0,252.0
2019-01-02 21:00:00,1.6,0.0,1.7,0.0,12.0,5.0,7.0,1.0,8.0,11.0,5.0,27.0,80.0,161.0
2019-01-02 22:00:00,-0.9,0.0,1.3,0.0,6.0,3.0,2.0,3.0,8.0,9.0,3.0,7.0,92.0,137.0
2019-01-02 23:00:00,-0.4,0.0,1.4,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,60.0
2019-01-03 00:00:00,-1.1,0.0,1.4,0.0,6.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,20.0,37.0
2019-01-03 01:00:00,0.0,0.0,1.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,19.0,28.0
2019-01-03 02:00:00,0.0,0.0,1.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,11.0
2019-01-03 03:00:00,0.4,0.0,1.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0
2019-01-03 04:00:00,0.5,0.0,1.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,16.0
2019-01-03 05:00:00,1.0,0.0,1.4,0.0,18.0,4.0,4.0,3.0,2.0,4.0,13.0,14.0,47.0,109.0
2019-01-03 06:00:00,1.3,0.0,1.4,12.0,17.0,15.0,26.0,7.0,15.0,31.0,37.0,71.0,132.0,363.0
2019-01-03 07:00:00,1.3,0.0,1.3,21.0,38.0,42.0,54.0,22.0,51.0,101.0,34.0,126.0,280.0,769.0
2019-01-03 08:00:00,1.5,0.2,1.2,16.0,37.0,48.0,88.0,16.0,57.0,153.0,41.0,218.0,344.0,1018.0
2019-01-03 09:00:00,1.9,1.0,1.6,7.0,34.0,34.0,48.0,12.0,31.0,79.0,18.0,95.0,225.0,583.0
2019-01-03 10:00:00,2.5,0.1,1.7,11.0,16.0,30.0,30.0,18.0,36.0,36.0,15.0,42.0,204.0,438.0
2019-01-03 11:00:00,2.7,0.0,2.2,7.0,18.0,25.0,28.0,12.0,40.0,34.0,15.0,22.0,200.0,401.0
2019-01-03 12:00:00,3.1,2.3,1.7,10.0,25.0,12.0,22.0,8.0,35.0,38.0,14.0,36.0,197.0,397.0
2019-01-03 13:00:00,3.6,0.0,2.5,6.0,27.0,26.0,32.0,5.0,24.0,49.0,22.0,40.0,212.0,443.0
2019-01-03 14:00:00,3.7,0.0,2.7,15.0,38.0,32.0,46.0,22.0,43.0,52.0,23.0,61.0,263.0,595.0
2019-01-03 15:00:00,3.5,0.0,3.0,33.0,41.0,34.0,76.0,28.0,71.0,79.0,39.0,107.0,316.0,824.0
2019-01-03 16:00:00,3.2,0.0,2.8,23.0,60.0,81.0,106.0,31.0,98.0,115.0,58.0,169.0,450.0,1191.0
2019-01-03 17:00:00,3.2,0.0,2.1,19.0,42.0,61.0,92.0,40.0,81.0,149.0,58.0,168.0,450.0,1160.0
2019-01-03 18:00:00,3.5,0.0,2.9,15.0,25.0,31.0,47.0,24.0,54.0,78.0,32.0,100.0,354.0,760.0
2019-01-03 19:00:00,3.5,0.0,3.3,2.0,24.0,24.0,23.0,11.0,28.0,40.0,13.0,43.0,231.0,439.0
2019-01-03 20:00:00,3.4,0.0,2.4,0.0,12.0,6.0,14.0,3.0,19.0,23.0,12.0,25.0,193.0,307.0
2019-01-03 21:00:00,3.2,0.0,2.1,0.0,7.0,3.0,9.0,0.0,7.0,3.0,5.0,12.0,102.0,148.0
2019-01-03 22:00:00,2.8,0.0,1.9,2.0,7.0,1.0,6.0,2.0,9.0,4.0,7.0,11.0,95.0,144.0
2019-01-03 23:00:00,2.5,0.0,1.9,0.0,9.0,4.0,0.0,1.0,4.0,6.0,1.0,6.0,66.0,97.0
2019-01-04 00:00:00,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,31.0,45.0
2019-01-04 01:00:00,0.9,0.0,1.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19.0,22.0
2019-01-04 02:00:00,1.5,0.0,1.6,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,13.0
2019-01-04 03:00:00,1.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0
2019-01-04 04:00:00,2.0,0.0,1.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,14.0,21.0
2019-01-04 05:00:00,1.9,0.0,1.8,1.0,8.0,1.0,5.0,2.0,2.0,8.0,13.0,20.0,48.0,108.0
2019-01-04 06:00:00,1.8,0.0,1.4,8.0,20.0,22.0,17.0,14.0,17.0,36.0,25.0,72.0,133.0,364.0
2019-01-04 07:00:00,2.0,0.3,1.3,17.0,42.0,44.0,57.0,22.0,55.0,100.0,42.0,113.0,277.0,769.0
2019-01-04 08:00:00,2.3,0.5,1.6,15.0,34.0,61.0,89.0,25.0,56.0,162.0,32.0,206.0,370.0,1050.0
2019-01-04 09:00:00,2.0,0.1,1.8,10.0,30.0,43.0,44.0,21.0,35.0,81.0,32.0,111.0,273.0,680.0
2019-01-04 10:00:00,2.6,0.0,2.5,12.0,24.0,31.0,45.0,24.0,36.0,40.0,14.0,48.0,213.0,487.0
2019-01-04 11:00:00,2.7,0.1,3.3,7.0,28.0,22.0,41.0,19.0,32.0,44.0,20.0,37.0,227.0,477.0
2019-01-04 12:00:00,2.9,0.0,3.4,12.0,37.0,24.0,48.0,21.0,36.0,44.0,17.0,54.0,261.0,554.0
2019-01-04 13:00:00,3.2,0.1,3.5,7.0,43.0,21.0,46.0,18.0,32.0,52.0,26.0,46.0,261.0,552.0
2019-01-04 14:00:00,3.4,0.1,3.9,10.0,47.0,27.0,38.0,24.0,39.0,46.0,25.0,85.0,308.0,649.0
2019-01-04 15:00:00,3.2,0.3,4.2,21.0,39.0,54.0,56.0,34.0,52.0,84.0,40.0,106.0,305.0,791.0
2019-01-04 16:00:00,2.8,0.1,4.4,15.0,49.0,45.0,98.0,39.0,88.0,110.0,35.0,142.0,404.0,1025.0
2019-01-04 17:00:00,2.7,0.4,4.5,12.0,33.0,39.0,66.0,33.0,46.0,98.0,14.0,110.0,356.0,807.0
2019-01-04 18:00:00,2.4,0.1,4.2,7.0,30.0,24.0,29.0,17.0,24.0,50.0,17.0,65.0,322.0,585.0
2019-01-04 19:00:00,2.5,0.1,3.8,3.0,17.0,17.0,11.0,3.0,14.0,37.0,8.0,46.0,236.0,392.0
2019-01-04 20:00:00,2.2,0.0,4.0,0.0,15.0,2.0,11.0,3.0,9.0,10.0,12.0,27.0,162.0,251.0
2019-01-04 21:00:00,2.1,0.0,4.4,0.0,5.0,3.0,7.0,1.0,9.0,11.0,10.0,19.0,93.0,158.0
2019-01-04 22:00:00,2.3,0.0,4.4,0.0,6.0,6.0,11.0,2.0,2.0,5.0,1.0,16.0,85.0,134.0
2019-01-04 23:00:00,2.4,0.0,4.2,1.0,4.0,0.0,3.0,0.0,5.0,6.0,0.0,4.0,71.0,94.0
2019-01-05 00:00:00,2.8,0.1,4.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,41.0,56.0
2019-01-05 01:00:00,3.1,0.0,3.4,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,5.0,27.0,42.0
2019-01-05 02:00:00,3.3,0.3,3.8,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,23.0,32.0
2019-01-05 03:00:00,3.5,0.2,4.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,7.0,15.0
2019-01-05 04:00:00,3.7,1.1,3.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0
2019-01-05 05:00:00,3.9,1.3,4.3,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,10.0,20.0
2019-01-05 06:00:00,4.4,1.0,4.9,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,19.0,35.0
2019-01-05 07:00:00,4.9,0.2,5.5,0.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,24.0,38.0
2019-01-05 08:00:00,5.3,0.5,5.5,6.0,12.0,4.0,5.0,3.0,7.0,6.0,6.0,12.0,64.0,125.0
2019-01-05 09:00:00,5.6,0.3,5.7,5.0,12.0,14.0,9.0,4.0,12.0,14.0,13.0,13.0,96.0,192.0
2019-01-05 10:00:00,5.8,0.0,6.1,2.0,19.0,16.0,13.0,8.0,15.0,18.0,13.0,21.0,133.0,258.0
2019-01-05 11:00:00,5.9,0.0,6.0,6.0,27.0,14.0,28.0,8.0,27.0,25.0,11.0,22.0,173.0,341.0
2019-01-05 12:00:00,6.1,0.0,6.4,6.0,9.0,21.0,31.0,14.0,35.0,28.0,30.0,23.0,218.0,415.0
2019-01-05 13:00:00,6.1,0.1,5.4,6.0,29.0,25.0,27.0,21.0,25.0,38.0,17.0,41.0,211.0,440.0
2019-01-05 14:00:00,5.8,0.0,5.5,9.0,25.0,24.0,39.0,12.0,41.0,36.0,22.0,35.0,230.0,473.0
2019-01-05 15:00:00,5.6,0.4,5.0,3.0,22.0,17.0,20.0,17.0,39.0,39.0,17.0,34.0,223.0,431.0
2019-01-05 16:00:00,5.3,0.4,5.4,11.0,19.0,26.0,32.0,19.0,36.0,50.0,25.0,33.0,250.0,501.0
2019-01-05 17:00:00,5.2,0.2,5.2,4.0,22.0,13.0,18.0,17.0,25.0,31.0,8.0,20.0,183.0,341.0
2019-01-05 18:00:00,5.1,0.0,4.8,0.0,11.0,9.0,5.0,6.0,13.0,20.0,8.0,18.0,190.0,280.0
2019-01-05 19:00:00,5.1,0.0,5.2,2.0,14.0,6.0,8.0,3.0,4.0,15.0,5.0,10.0,149.0,216.0
2019-01-05 20:00:00,4.9,0.0,5.0,0.0,6.0,4.0,7.0,5.0,10.0,11.0,6.0,9.0,128.0,186.0
2019-01-05 21:00:00,4.9,0.0,4.7,0.0,7.0,4.0,3.0,2.0,2.0,4.0,9.0,10.0,58.0,99.0
2019-01-05 22:00:00,4.9,0.1,4.8,0.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,6.0,68.0,89.0
2019-01-05 23:00:00,4.9,0.0,4.5,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,72.0,81.0
2019-01-06 00:00:00,4.9,0.0,5.3,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,57.0,69.0
2019-01-06 01:00:00,4.8,0.0,3.6,0.0,6.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,49.0,63.0
2019-01-06 02:00:00,4.6,0.0,4.4,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,19.0,28.0
2019-01-06 03:00:00,4.5,0.0,4.3,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,14.0,22.0
2019-01-06 04:00:00,4.3,0.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0
2019-01-06 05:00:00,4.5,0.0,4.1,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,9.0,21.0
2019-01-06 06:00:00,4.5,0.0,4.3,0.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,4.0,13.0,27.0
2019-01-06 07:00:00,4.3,0.0,3.6,1.0,1.0,3.0,0.0,1.0,0.0,2.0,2.0,5.0,14.0,29.0
2019-01-06 08:00:00,4.3,0.0,3.8,3.0,6.0,0.0,5.0,2.0,3.0,4.0,4.0,8.0,16.0,51.0
2019-01-06 09:00:00,4.1,0.0,3.6,4.0,4.0,4.0,10.0,1.0,7.0,7.0,6.0,16.0,50.0,109.0
2019-01-06 10:00:00,4.1,0.0,3.6,8.0,9.0,14.0,15.0,10.0,19.0,19.0,9.0,20.0,71.0,194.0
2019-01-06 11:00:00,4.3,0.0,3.4,12.0,16.0,14.0,30.0,6.0,19.0,24.0,12.0,21.0,103.0,257.0
2019-01-06 12:00:00,4.3,0.0,3.5,7.0,10.0,28.0,28.0,16.0,22.0,38.0,22.0,37.0,97.0,305.0
2019-01-06 13:00:00,4.5,0.0,3.6,16.0,19.0,20.0,43.0,21.0,25.0,26.0,30.0,37.0,113.0,350.0
2019-01-06 14:00:00,4.7,0.0,3.1,7.0,21.0,51.0,41.0,29.0,35.0,48.0,33.0,52.0,175.0,492.0
2019-01-06 15:00:00,4.5,0.0,3.1,19.0,16.0,33.0,50.0,22.0,51.0,59.0,31.0,57.0,126.0,464.0
2019-01-06 16:00:00,4.2,0.0,2.5,12.0,14.0,51.0,73.0,24.0,55.0,65.0,25.0,50.0,166.0,535.0
2019-01-06 17:00:00,4.2,0.0,2.0,6.0,16.0,21.0,28.0,14.0,28.0,37.0,15.0,21.0,183.0,369.0
2019-01-06 18:00:00,4.2,0.0,2.0,3.0,13.0,12.0,8.0,5.0,18.0,24.0,22.0,14.0,143.0,262.0
2019-01-06 19:00:00,4.3,0.0,1.9,4.0,7.0,8.0,11.0,8.0,14.0,22.0,5.0,19.0,140.0,238.0
2019-01-06 20:00:00,4.3,0.0,2.3,0.0,14.0,4.0,8.0,4.0,9.0,5.0,10.0,6.0,109.0,169.0
2019-01-06 21:00:00,4.2,0.0,2.2,0.0,4.0,3.0,0.0,0.0,7.0,5.0,4.0,7.0,66.0,96.0
2019-01-06 22:00:00,4.0,0.0,2.0,0.0,11.0,3.0,1.0,1.0,1.0,7.0,3.0,2.0,54.0,83.0
2019-01-06 23:00:00,3.9,0.0,2.1,0.0,6.0,1.0,0.0,1.0,1.0,5.0,2.0,4.0,22.0,42.0
2019-01-07 00:00:00,3.8,0.0,1.6,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,21.0
2019-01-07 01:00:00,3.7,0.0,2.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0
2019-01-07 02:00:00,3.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,7.0
2019-01-07 03:00:00,3.4,0.0,1.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,8.0
2019-01-07 04:00:00,3.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,20.0
2019-01-07 05:00:00,3.3,0.0,1.0,1.0,14.0,3.0,8.0,4.0,5.0,8.0,19.0,27.0,53.0,142.0
2019-01-07 06:00:00,2.7,0.0,0.7,21.0,36.0,19.0,35.0,15.0,24.0,53.0,53.0,107.0,206.0,576.0
2019-01-07 07:00:00,2.8,0.0,0.6,40.0,88.0,117.0,131.0,75.0,137.0,180.0,101.0,287.0,664.0,1853.0
2019-01-07 08:00:00,2.6,0.0,0.9,31.0,87.0,176.0,168.0,48.0,137.0,359.0,77.0,460.0,734.0,2311.0
2019-01-07 09:00:00,3.7,0.0,1.4,12.0,38.0,67.0,70.0,29.0,60.0,134.0,30.0,163.0,362.0,984.0
2019-01-07 10:00:00,4.6,0.0,1.5,6.0,37.0,40.0,33.0,16.0,51.0,66.0,20.0,52.0,258.0,599.0
2019-01-07 11:00:00,4.8,0.0,2.0,19.0,33.0,44.0,40.0,28.0,42.0,55.0,31.0,45.0,267.0,627.0
2019-01-07 12:00:00,5.2,0.1,2.1,21.0,50.0,45.0,49.0,25.0,48.0,82.0,39.0,65.0,279.0,722.0
2019-01-07 13:00:00,5.6,0.4,2.2,16.0,50.0,43.0,53.0,24.0,56.0,80.0,40.0,70.0,351.0,809.0
2019-01-07 14:00:00,4.9,0.1,2.4,7.0,55.0,38.0,39.0,19.0,38.0,57.0,36.0,88.0,325.0,718.0
2019-01-07 15:00:00,4.8,0.1,3.3,11.0,60.0,61.0,73.0,19.0,58.0,78.0,43.0,157.0,364.0,941.0
2019-01-07 16:00:00,4.9,0.2,3.7,32.0,75.0,57.0,97.0,37.0,76.0,152.0,80.0,232.0,556.0,1423.0
2019-01-07 17:00:00,5.0,0.2,3.7,23.0,80.0,92.0,129.0,47.0,105.0,233.0,77.0,300.0,587.0,1704.0
2019-01-07 18:00:00,5.2,0.0,3.8,15.0,55.0,51.0,86.0,32.0,88.0,149.0,58.0,216.0,504.0,1289.0
2019-01-07 19:00:00,5.5,0.0,4.6,10.0,26.0,29.0,36.0,18.0,35.0,69.0,32.0,88.0,357.0,715.0
2019-01-07 20:00:00,5.5,0.0,3.6,2.0,19.0,7.0,12.0,4.0,14.0,19.0,5.0,28.0,191.0,308.0
2019-01-07 21:00:00,5.9,0.0,3.0,0.0,13.0,5.0,6.0,2.0,8.0,10.0,12.0,19.0,121.0,204.0
2019-01-07 22:00:00,6.2,0.0,3.3,0.0,6.0,4.0,4.0,1.0,8.0,7.0,2.0,13.0,98.0,144.0
2019-01-07 23:00:00,6.9,0.0,3.0,1.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,4.0,45.0,63.0
2019-01-08 00:00:00,7.0,0.5,3.3,0.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,17.0,27.0
2019-01-08 01:00:00,7.1,0.8,4.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0
2019-01-08 02:00:00,6.6,0.5,5.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
2019-01-08 03:00:00,6.0,0.9,4.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
2019-01-08 04:00:00,5.6,0.9,4.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,13.0,18.0
2019-01-08 05:00:00,5.2,0.7,4.8,3.0,8.0,3.0,4.0,2.0,4.0,8.0,16.0,22.0,51.0,121.0
2019-01-08 06:00:00,5.3,0.0,5.5,15.0,29.0,21.0,22.0,11.0,17.0,38.0,43.0,86.0,192.0,478.0
2019-01-08 07:00:00,5.7,0.0,6.3,36.0,84.0,83.0,113.0,44.0,114.0,186.0,95.0,239.0,595.0,1617.0
2019-01-08 08:00:00,5.8,0.0,6.0,17.0,77.0,138.0,142.0,52.0,99.0,308.0,62.0,422.0,627.0,1975.0
2019-01-08 09:00:00,5.3,0.0,7.0,5.0,44.0,44.0,56.0,14.0,38.0,117.0,25.0,135.0,319.0,813.0
2019-01-08 10:00:00,5.5,0.0,6.8,7.0,27.0,18.0,25.0,14.0,23.0,41.0,16.0,39.0,251.0,472.0
2019-01-08 11:00:00,5.8,0.0,7.3,4.0,24.0,11.0,32.0,12.0,33.0,31.0,14.0,45.0,190.0,411.0
2019-01-08 12:00:00,6.0,0.0,7.2,5.0,23.0,21.0,23.0,7.0,14.0,44.0,12.0,44.0,210.0,410.0
2019-01-08 13:00:00,6.3,0.3,7.1,17.0,36.0,14.0,33.0,10.0,30.0,57.0,24.0,72.0,258.0,571.0
2019-01-08 14:00:00,5.7,0.8,7.1,8.0,35.0,23.0,22.0,17.0,14.0,57.0,27.0,68.0,268.0,547.0
2019-01-08 15:00:00,4.9,1.0,6.0,4.0,39.0,43.0,36.0,16.0,30.0,50.0,28.0,99.0,261.0,626.0
2019-01-08 16:00:00,5.2,1.5,5.8,10.0,75.0,50.0,68.0,23.0,62.0,132.0,58.0,170.0,477.0,1148.0
2019-01-08 17:00:00,4.9,1.0,5.9,22.0,67.0,75.0,108.0,34.0,79.0,193.0,67.0,279.0,523.0,1468.0
2019-01-08 18:00:00,5.0,0.0,6.9,10.0,41.0,42.0,62.0,26.0,60.0,145.0,39.0,194.0,467.0,1104.0
2019-01-08 19:00:00,5.4,0.3,7.8,3.0,35.0,26.0,29.0,17.0,33.0,66.0,17.0,87.0,312.0,640.0
2019-01-08 20:00:00,4.8,0.9,7.2,2.0,17.0,6.0,17.0,1.0,19.0,32.0,13.0,34.0,178.0,327.0
2019-01-08 21:00:00,5.1,0.5,7.2,0.0,17.0,5.0,13.0,5.0,9.0,11.0,12.0,18.0,114.0,209.0
2019-01-08 22:00:00,4.3,0.7,6.4,0.0,8.0,0.0,5.0,0.0,5.0,7.0,2.0,9.0,117.0,154.0
2019-01-08 23:00:00,4.0,0.4,6.1,1.0,5.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,40.0,54.0
2019-01-09 00:00:00,3.9,0.5,6.7,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,28.0
2019-01-09 01:00:00,3.4,0.4,5.3,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,13.0
2019-01-09 02:00:00,3.3,0.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2019-01-09 03:00:00,3.4,0.8,5.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
2019-01-09 04:00:00,2.9,0.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,12.0
2019-01-09 05:00:00,3.0,1.1,4.5,2.0,10.0,4.0,4.0,2.0,3.0,5.0,15.0,22.0,45.0,112.0
2019-01-09 06:00:00,1.9,0.3,4.3,14.0,26.0,13.0,20.0,9.0,12.0,40.0,30.0,67.0,174.0,413.0
2019-01-09 07:00:00,0.5,0.2,4.7,24.0,59.0,43.0,63.0,32.0,72.0,108.0,59.0,147.0,405.0,1029.0
